"Id","Name","Full Name","Title","Alias","Allegiance","Royal House","Culture","Reference"
"Jocelyn-Swyft","Jocelyn Swyft","","","","House Swyft","","","appears"
"Joffrey-Baratheon","Joffrey Baratheon","Joffrey Baratheon the First of His Name","","Joffrey Baratheon;Joffrey the Illborn;The Young Usurper;Aerys the Third;Joffrey-called-Baratheon;King of the Andals; the Rhoynar and the First Men;Lord of the Seven Kingdoms;Protector of the Realm","House Baratheon of King's Landing","House Baratheon of King's Landing","","mentioned"
"Jojen-Reed","Jojen Reed","","","Jojen Reed;Little Grandfather","House Reed","","Crannogmen","mentioned"
"Jommo","Jommo","","Khal","","","","Dothraki","mentioned"
"Jon-Arryn","Jon Arryn","","Lord of the Eyrie;Defender of the Vale;Warden of the East;Hand of the King","","House Arryn","","Valemen","mentioned"
"Jon-Bettley","Jon Bettley","","Ser","Jon Bettley;Beardless Jon","House Bettley","","","appears"
"Jon-Brax","Jon Brax","","","","House Brax","","","mentioned"
"Jon-Bulwer","Jon Bulwer","","Lord of Blackcrown","","House Bulwer","","","mentioned"
"Jon-Connington","Jon Connington","","Lord of Griffin's Roost;;Hand of the King;Hand of the True King;","Jon Connington;Griff;The dancing griffins Hand;","House Connington;House Targaryen;Golden Company","","Stormlands","mentioned"
"Jon-Cupps","Jon Cupps","","Ser","","House Cupps","","","mentioned"
"Jon-Heddle","Jon Heddle","","Ser","Jon Heddle;Long Jon","House Heddle","","","mentioned"
"Jon-Hollard","Jon Hollard","","Ser","","House Hollard","","","mentioned"
"Jon-Lynderly","Jon Lynderly","","Lord of the Snakewood","","House Lynderly","","","mentioned"
"Jon-Myre","Jon Myre","","","Jon Myre;Pinchface Jon","House Myre","","Ironborn","mentioned"
"Jon-O'Nutten","Jon O'Nutten","","","Jon O'Nutten;Jon O' Nutten","brotherhood without banners","","","mentioned"
"Jon-Penny","Jon Penny","","","","House Penny?","","","mentioned"
"Jon-Pox","Jon Pox","","","","","","","mentioned"
"Jon-Redfort","Jon Redfort","","Ser","","House Redfort","","Valemen","mentioned"
"Jon-Snow","Jon Snow","","Lord Commander of the Night's Watch","Jon Snow;Lord Snow;Ned Stark's Bastard;The Snow of Winterfell;The Crow-Come-Over;The 998th Lord Commander of the Night's Watch;The Bastard of Winterfell;The Black Bastard of the Wall;Lord Crow","House Stark;Night's Watch","","Northmen","appears"
"Jon-Umber-(Greatjon)","Jon Umber (Greatjon)","","Lord of the Last Hearth","Jon Umber (Greatjon);The Greatjon;Greatjon Umber","House Umber","","Northmen","mentioned"
"Jon-Umber-(Smalljon)","Jon Umber (Smalljon)","","","Jon Umber (Smalljon);The Smalljon;Smalljon Umber","House Umber","","Northmen","mentioned"
"Jon-Vance","Jon Vance","","Maester","","","","","mentioned"
"Jon-Waters","Jon Waters","","Ser","","","","","mentioned"
"Jon-Wylde","Jon Wylde","","Ser","","House Wylde","","","mentioned"
"Jonella-Cerwyn","Jonella Cerwyn","","Lady of Cerwyn","","House Cerwyn","","Northmen","mentioned"
"Jonos-Bracken","Jonos Bracken","","Lord of Stone Hedge","","House Bracken","","","mentioned"
"Jonos-Frey","Jonos Frey","","","","House Frey","","","mentioned"
"Jonothor-Darry","Jonothor Darry","","Ser","Jonothor Darry;Jon Darry","House Darry;Kingsguard","","Rivermen","mentioned"
"Jorah-Mormont","Jorah Mormont","","Ser;Lord of Bear Island (stripped)","Jorah Mormont;Jorah the Andal;Bear","House Mormont;House Targaryen;Second Sons","","Northmen","mentioned"
"Jorelle-Mormont","Jorelle Mormont","","","Jorelle Mormont;Jory","House Mormont","","Northmen","mentioned"
"Jorquen","Jorquen","","Septon","","Night's Watch","","","mentioned"
"Joseran","Joseran","","Maester","","","","","mentioned"
"Josmyn-Peckledon","Josmyn Peckledon","","","Josmyn Peckledon;Peck","House Peckledon","","","appears"
"Joss-Stilwood","Joss Stilwood","","","","House Clegane","","","mentioned"
"Joss-the-Gloom","Joss the Gloom","","","Joss the Gloom;Joss the Gloom","","","Braavosi","mentioned"
"Joy-Hill","Joy Hill","","","","House Lannister","","","mentioned"
"Joyeuse-Erenford","Joyeuse Erenford","","Lady of the Crossing","","House Erenford;House Frey","","","mentioned"
"Jurne","Jurne","","Maester","","","","","mentioned"
"Justin-Massey","Justin Massey","","Ser","Justin Massey;The Smiler","House Massey;House Baratheon of Dragonstone","","","mentioned"
"Jyanna-Frey","Jyanna Frey","","","","House Frey","","","mentioned"
"Jynessa-Blackmont","Jynessa Blackmont","","","","House Blackmont","","Dornish","mentioned"
"Jyzene","Jyzene","","","","","","","mentioned"
"Kaeth","Kaeth","","Grand Maester","","","","","mentioned"
"Karyl-Vance","Karyl Vance","","Ser;Lord of Wayfarer's Rest","","House Vance of Wayfarer's Rest","","","appears"
"Kedge-Whiteye","Kedge Whiteye","","","","Night's Watch","","","appears"
"Kedry","Kedry","","Maester","","","","","mentioned"
"Kegs","Kegs","","","","Night's Watch","","","mentioned"
"Kemmett-Pyke","Kemmett Pyke","","","Kemmett Pyke;Kemmett the Bastard","","","Ironborn","mentioned"
"Kennos-of-Kayce","Kennos of Kayce","","Ser","","House Kenning of Kayce","","","appears"
"Kevan-Lannister","Kevan Lannister","","Ser;Master of laws;Lord Regent;Protector of the Realm","","House Lannister","","","appears"
"Kindly-Man","Kindly Man","","","Kindly Man;The Kindly Man","Faceless Men","","Braavosi","appears"
"Kirth-Vance","Kirth Vance","","","","House Vance of Atranta","","","mentioned"
"Kojja-Mo","Kojja Mo","","","","","","Summer Isles","appears"
"Kyra","Kyra","","","","House Stark","","","mentioned"
"Kyra-Frey","Kyra Frey","","","","House Frey","","","mentioned"
"Lady-of-the-Leaves","Lady of the Leaves","","Lady of the Leaves","","","","","mentioned"
"Lambert-Turnberry","Lambert Turnberry","","Ser","","House Turnberry","","","appears"
"Lancel-Lannister","Lancel Lannister","","Ser;Lord of Darry","","House Lannister of Casterly Rock;House Lannister of Darry;Noble and Puissant Order of the Warrior's Sons","","","appears"
"Lanna","Lanna","","","","","","","mentioned"
"Lanna-(Happy-Port)","Lanna (Happy Port)","","","","Happy Port","","Braavosi","appears"
"Lanna-Lannister","Lanna Lannister","","","","House Lannister;House Jast","","","mentioned"
"Larence-Snow","Larence Snow","","","","House Hornwood","","Northmen","mentioned"
"Larra-Blackmont","Larra Blackmont","","Lady of Blackmont","","House Blackmont","","Dornish","mentioned"
"Leana-Frey","Leana Frey","","","","House Frey","","","mentioned"
"Left-Hand-Lew","Left Hand Lew","","","","Night's Watch","","","mentioned"
"Lem","Lem","","","Lem;Lem Lemoncloak;The Lemon;The Hound (III)Yellow cloak","Brotherhood without banners","","","appears"
"Lenn","Lenn","","","","","","Free Folk","mentioned"
"Lenwood-Tawney","Lenwood Tawney","","","Lenwood Tawney;Little Lenwood Tawney","House Tawney","","Ironborn","appears"
"Lenyl","Lenyl","","","","","","Free Folk","mentioned"
"Leo-Blackbar","Leo Blackbar","","Ser","","House Blackbar","","","mentioned"
"Leo-Lefford","Leo Lefford","","Lord of the Golden Tooth","","House Lefford","","","mentioned"
"Leo-Tyrell","Leo Tyrell","","Novice","Leo Tyrell;Lazy Leo;Leo the Lazy","House Tyrell Maesters of the Citadel","","","appears"
"Leo-Tyrell-(son-of-Victor)","Leo Tyrell (son of Victor)","","Ser","","House Tyrell","","","mentioned"
"Leobald-Tallhart","Leobald Tallhart","","Castellan of Torrhen's Square","","House Tallhart","","Northmen","mentioned"
"Leona-Tyrell","Leona Tyrell","","","","House Tyrell","","","mentioned"
"Leona-Woolfield","Leona Woolfield","","","","House Woolfield;House Manderly","","","mentioned"
"Leonette-Fossoway","Leonette Fossoway","","Lady","","House Fossoway;House Tyrell of Brightwater Keep","","","mentioned"
"Leslyn-Haigh","Leslyn Haigh","","Ser","","House Haigh","","","mentioned"
"Lester","Lester","","","Lester;Red Lester","House Lannister","","","mentioned"
"Lester-Morrigen","Lester Morrigen","","Lord of Crows Nest","","House Morrigen","","","mentioned"
"Lewyn-Martell","Lewyn Martell","","Prince;Ser","","House Martell;Kingsguard","","Dornishmen","mentioned"
"Lewys-the-Fishwife","Lewys the Fishwife","","","Lewys the Fishwife;Lewys the Fishwife","House Baratheon of Dragonstone;King's men","","","mentioned"
"Lewys-Lydden","Lewys Lydden","","Lord of the Deep Den","","House Lydden","","","mentioned"
"Lewys-Piper","Lewys Piper","","","Lewys Piper;Little Lew","House Piper","","Rivermen","appears"
"Leyla-Hightower","Leyla Hightower","","","","House Hightower;House Cupps","","","mentioned"
"Leyton-Hightower","Leyton Hightower","","Lord of the Hightower;Lord of the Port;Voice of Oldtown;Defender of the Citadel;Beacon of the South","Leyton Hightower;Old Man of Oldtown","House Hightower","","","mentioned"
"Lia-Serry","Lia Serry","","","","House Serry;House Tyrell","","","mentioned"
"Liane-Vance","Liane Vance","","","","House Vance of Wayfarer's Rest","","","mentioned"
"Likely-Luke","Likely Luke","","","Likely Luke;Likely Luke","Brotherhood Without Banners","","","mentioned"
"Lollys-Stokeworth","Lollys Stokeworth","","Lady of Stokeworth","Lollys Stokeworth;Lollys Lackwit","House Stokeworth","","","mentioned"
"Lomas-Estermont","Lomas Estermont","","Ser","","House Estermont","","Stormlands","mentioned"
"Lommy-Greenhands","Lommy Greenhands","","","Lommy Greenhands;Lommy Greenhands","","","","mentioned"
"Lomys","Lomys","","Maester","","","","","mentioned"
"Long-Lew","Long Lew","","","Long Lew;Long Lew","House Tully","","","mentioned"
"Loras-Tyrell","Loras Tyrell","","Ser;Lord Commander of the Rainbow Guard","Loras Tyrell;The Knight of Flowers;Knight o_��__ Pansies;Ser Daisy","House Tyrell;Rainbow Guard;Kingsguard","","Reach","appears"
"Lorcas","Lorcas","","Acolyte","","The Citadel","","","appears"
"Lorent-Tyrell","Lorent Tyrell","","","","House Tyrell","","","mentioned"
"Loreza-Sand","Loreza Sand","","","Loreza Sand;Loree","House Martell","","Dorne","mentioned"
"Lorimer","Lorimer","","Ser","Lorimer;Lorimer the Belly","House Lefford","","","mentioned"
"Lothar-Frey","Lothar Frey","","Steward of the Twins","Lothar Frey;Lame Lothar","House Frey","","Rivermen","mentioned"
"Lotho-Lornel","Lotho Lornel","","","","","","Braavosi","mentioned"
"Lothor-Brune","Lothor Brune","","Ser","Lothor Brune;Lothor Apple-Eater","House Brune of Brownhollow;House Baelish of Harrenhal","","","appears"
"Lucamore-Strong","Lucamore Strong","","Ser","Lucamore Strong;Lucamore the Lusty","House Strong;Kingsguard;Night's Watch","","","mentioned"
"Lucantine-Woodwright","Lucantine Woodwright","","Ser","","","","","mentioned"
"Lucas-Blackwood","Lucas Blackwood","","","","House Blackwood","","","mentioned"
"Lucas-Codd","Lucas Codd","","","Lucas Codd;Left-Hand Lucas","House Codd","","Ironborn","appears"
"Lucas-Corbray","Lucas Corbray","","Ser","","House Corbray","","","mentioned"
"Lucas-Lothston-(father-of-Manfryd)","Lucas Lothston (father of Manfryd)","","Lord of Harrenhal","Lucas Lothston (father of Manfryd);The Pander","House Lothston","","","mentioned"
"Lucas-Tyrell","Lucas Tyrell","","","","House Tyrell","","","mentioned"
"Luceon-Frey","Luceon Frey","","Septon","","Faith of the Seven;Most Devout","","","mentioned"
"Lucias-Vypren","Lucias Vypren","","Lord","","House Vypren","","","mentioned"
"Lucifer-Hardy","Lucifer Hardy","","Lord","","House Hardy","","","mentioned"
"Lucimore-Botley","Lucimore Botley","","","","House Botley","","Ironborn","mentioned"
"Lucion-Lannister","Lucion Lannister","","Ser","","House Lannister","","","mentioned"
"Luco-Prestayn","Luco Prestayn","","","","","","Braavosi","appears"
"Lucos","Lucos","","Septon","","","","","mentioned"
"Lucos-Chyttering","Lucos Chyttering","","Lord","Lucos Chyttering;Little Lucos","House Chyttering","","","mentioned"
"Lum","Lum","","","","House Lannister","","westermen","mentioned"
"Luthor-Tyrell-(son-of-Moryn)","Luthor Tyrell (son of Moryn)","","Ser","","House Tyrell","","","mentioned"
"Luthor-Tyrell-(son-of-Theodore)","Luthor Tyrell (son of Theodore)","","","","House Tyrell","","","mentioned"
"Luwin","Luwin","","","","House Stark","","Westeros","mentioned"
"Lyanna-Mormont","Lyanna Mormont","","","","House Mormont","","Northmen","mentioned"
"Lyessa-Flint","Lyessa Flint","","Lady of Widow's Watch","","House Flint of Widow's Watch","","Northmen","mentioned"
"Lyle-Crakehall","Lyle Crakehall","","Ser","Lyle Crakehall;Strongboar","House Crakehall","","","appears"
"Lymond-Goodbrook","Lymond Goodbrook","","Lord","","House Goodbrook","","","mentioned"
"Lymond-Lychester","Lymond Lychester","","Lord of Castle Lychester","","House Lychester","","Rivermen","mentioned"
"Lymond-Vikary","Lymond Vikary","","Ser","","House Vikary","","","mentioned"
"Lyn-Corbray","Lyn Corbray","","Ser","","House Corbray;Lords Declarant","","","appears"
"Lynesse-Hightower","Lynesse Hightower","","","","House Hightower","","","mentioned"
"Lyonel-Corbray","Lyonel Corbray","","Lord of Heart's Home","","House Corbray","","","mentioned"
"Lyonel-Frey","Lyonel Frey","","Ser","","House Frey of Riverrun","","","mentioned"
"Lyonel-Tyrell-(son-of-Leo)","Lyonel Tyrell (son of Leo)","","","","House Tyrell","","","mentioned"
"Lyra-Mormont","Lyra Mormont","","","","House Mormont","","Northmen","mentioned"
"Lysa-Arryn","Lysa Arryn","","Lady of the Vale","Lysa Arryn;Lysa Tully","House Tully;House Arryn;House Baelish","","","mentioned"
"Lysa-Meadows","Lysa Meadows","","","","House Meadows;House Tyrell","","","mentioned"
"Lythene-Frey","Lythene Frey","","","","House Frey","","","mentioned"
"Mace-Tyrell","Mace Tyrell","","Lord of Highgarden;Defender of the Marches;High Marshal of the Reach;Warden of the South;Hand of the King;Master of ships (formerly)","Mace Tyrell;Lord Oaf;The Fat Flower;Lord Puff Fish","House Tyrell","","","appears"
"Mad-Huntsman","Mad Huntsman","","","Mad Huntsman;The Huntsman","Brotherhood without banners","","","mentioned"
"Maddy","Maddy","","","","House Arryn","","","mentioned"
"Maege-Mormont","Maege Mormont","","Lady of Bear Island","Maege Mormont;The She-Bear","House Mormont","","Northmen","mentioned"
"Maegelle-Frey","Maegelle Frey","","","","House Frey","","","mentioned"
"Maekar-I-Targaryen","Maekar I Targaryen","","","","","","","mentioned"
"Mag-Mar-Tun-Doh-Weg","Mag Mar Tun Doh Weg","","","Mag Mar Tun Doh Weg;Mag the Mighty","","","","mentioned"
"Maggy","Maggy","","","Maggy;Maggy the Frog","","","","mentioned"
"Mago","Mago","","Bloodrider of Khal Jhaqo","","","","Dothraki","mentioned"
"Malwyn-Frey","Malwyn Frey","","","","House Frey","","","mentioned"
"Mance-Rayder","Mance Rayder","","","Mance Rayder;The Mance;Abel;The Unburnt King;King-Beyond-the-Wall","","","Free folk","mentioned"
"Manfrey-Martell","Manfrey Martell","","Ser;Castellan of Sunspear","","House Martell","","Dornishmen","mentioned"
"Manfryd-Lothston","Manfryd Lothston","","","Manfryd Lothston;Manfryd o' the Black Hood","House Lothston","","","mentioned"
"Manfryd-Yew","Manfryd Yew","","Ser","","House Yew","","","mentioned"
"Marei","Marei","","","","Chataya's brothel","","","mentioned"
"Margaery-Tyrell","Margaery Tyrell","","Queen of the Seven Kingdoms","Margaery Tyrell;The Little Queen;The Little Rose;Maid Margaery","House Tyrell","","Reach","appears"
"Margot-Lannister","Margot Lannister","","Lady of Starpike","","House Lannister;House Peake","","","mentioned"
"Marianne-Vance","Marianne Vance","","","","House Vance","","","mentioned"
"Maric-Seaworth","Maric Seaworth","","Oarmaster","","House Seaworth","","","mentioned"
"Marillion","Marillion","","","","","","","appears"
"Marissa-Frey","Marissa Frey","","","","House Frey","","","appears"
"Mariya-Darry","Mariya Darry","","","","House Darry;House Frey","","","appears"
"Mark-Mullendore","Mark Mullendore","","Ser","","House Mullendore","","","mentioned"
"Marlon-Manderly","Marlon Manderly","","Ser;Commander of the garrison at White Harbor;","","House Manderly","","","mentioned"
"Maron-Greyjoy","Maron Greyjoy","","","","House Greyjoy","","Ironborn","mentioned"
"Maron-Martell","Maron Martell","","Prince of Dorne","","House Martell","","Dornish","mentioned"
"Maron-Volmark","Maron Volmark","","Lord of Volmark;Lord of Greenshield","","House Volmark","","Ironborn","appears"
"Marq-Piper","Marq Piper","","Ser","","House Piper","","Rivermen","mentioned"
"Marsella-Waynwood","Marsella Waynwood","","","","House Waynwood;House Frey","","","mentioned"
"Martyn-Lannister","Martyn Lannister","","","","House Lannister","","","mentioned"
"Martyn-Mullendore","Martyn Mullendore","","Lord of Uplands","","House Mullendore","","","mentioned"
"Martyn-Rivers","Martyn Rivers","","","","House Frey","","","mentioned"
"Marwyn","Marwyn","","Archmaester","Marwyn;Marwyn the Mage;The Mage;The mastiff","","","","appears"
"Marwyn-Belmore","Marwyn Belmore","","Ser","Marwyn Belmore;Ser Ding-Dong","House Belmore;House Arryn","","","appears"
"Marya-Seaworth","Marya Seaworth","","Lady","","House Seaworth","","","mentioned"
"Mathis-Frey","Mathis Frey","","","","House Frey","","","mentioned"
"Mathis-Rowan","Mathis Rowan","","Lord of Goldengrove","","House Rowan","","Reach","appears"
"Matthar","Matthar","","","Matthar;Ser Loon;","Night's Watch","","","mentioned"
"Matthos-Seaworth","Matthos Seaworth","","","","House Seaworth","","","mentioned"
"Mawney","Mawney","","","","Night's Watch","","","mentioned"
"Maynard","Maynard","","Ser","","","","","mentioned"
"Medwick-Tyrell","Medwick Tyrell","","Maester","","","","","mentioned"
"Meera-Reed","Meera Reed","","","","House Reed","","Crannogmen","mentioned"
"Meg","Meg","","","Meg;Swampy Meg","Brotherhood Without Banners","","","mentioned"
"Megga-Tyrell","Megga Tyrell","","","","House Tyrell","","","appears"
"Mela","Mela","","","","House Arryn","","","appears"
"Melara-Crane","Melara Crane","","","","House Crane;House Florent","","","mentioned"
"Melara-Hetherspoon","Melara Hetherspoon","","","","House Hetherspoon","","","mentioned"
"Meldred-Merlyn","Meldred Merlyn","","Lord of Pebbleton","Meldred Merlyn;The Merlyn","House Merlyn","","Ironborn","appears"
"Melesa-Crakehall","Melesa Crakehall","","","","House Crakehall","","","mentioned"
"Melessa-Florent","Melessa Florent","","","","House Florent;House Tarly","","","mentioned"
"Melicent","Melicent","","Septa","","","","","mentioned"
"Melisandre","Melisandre","","","Melisandre;The red priestess;The red woman;The king's red shadow;Lady Red;Lot Seven","Faith of R'hllor","","Asshai","mentioned"
"Mellara-Rivers","Mellara Rivers","","","","House Frey","","","mentioned"
"Mellei","Mellei","","","","House Martell","","","appears"
"Melwyn-Sarsfield","Melwyn Sarsfield","","Ser","","House Sarsfield","","","mentioned"
"Melwys-Rivers","Melwys Rivers","","Maester","","","","","mentioned"
"Meralyn","Meralyn","","","Meralyn;Merry","Happy Port","","Braavosi","mentioned"
"Meredyth-Crane","Meredyth Crane","","","Meredyth Crane;Merry","House Crane","","","appears"
"Merianne-Frey","Merianne Frey","","","Merianne Frey;Merry Frey","House Frey","","","mentioned"
"Meribald","Meribald","","Septon","","Faith of the Seven","","","appears"
"Merling-Queen","Merling Queen","","","Merling Queen;The Merling Queen","","","Braavosi","mentioned"
"Merlon-Crakehall","Merlon Crakehall","","Ser","","House Crakehall","","","mentioned"
"Merrell-Florent","Merrell Florent","","","","House Florent","","","mentioned"
"Merrett-Frey","Merrett Frey","","","Merrett Frey;Merrett Muttonhead","House Frey","","Riverlands","mentioned"
"Merrit","Merrit","","","Merrit;Merrit o' Moontown","Brotherhood without banners","","","mentioned"
"Meryn-Trant","Meryn Trant","","Ser","","House Trant;Kingsguard","","","appears"
"Michael-Mertyns","Michael Mertyns","","Ser","Michael Mertyns;The White Owl","House Mertyns;Kingsguard","","","mentioned"
"Mikken","Mikken","","","","House Stark","","Northmen","mentioned"
"Mina-Tyrell","Mina Tyrell","","","","House Tyrell;House Redwyne","","","mentioned"
"Mirri-Maz-Duur","Mirri Maz Duur","","Godswife;Maegi","","","","Lhazareen","mentioned"
"Missandei","Missandei","","","","House Targaryen","","Naathi","mentioned"
"Moelle","Moelle","","Septa","","Faith of the Seven;Most Devout","","","mentioned"
"Mollander","Mollander","","","Mollander;Hopfrog","","","","appears"
"Mollos","Mollos","","Archmaester","","","","","mentioned"
"Monster","Monster","","","Monster;the little monsterthe abomination","","","Free Folk","appears"
"Monterys-Velaryon","Monterys Velaryon","","Lord of the Tides;Master of Driftmark","","House Velaryon","","","mentioned"
"Moon-Boy","Moon Boy","","","","House Baratheon of King's Landing","","","appears"
"Moonshadow","Moonshadow","","","Moonshadow;The Moonshadow","","","Braavos","mentioned"
"Mord","Mord","","","","House Arryn","","","appears"
"Moredo-Prestayn","Moredo Prestayn","","Tradesman-Captain","","","","Braavosi","mentioned"
"Morgarth","Morgarth","","Ser","Morgarth;Morgarth the Merry","House Baelish","","","appears"
"Moribald-Chester","Moribald Chester","","Lord of Greenshield","","House Chester","","","mentioned"
"Moro","Moro","","Khal","","","","Dothraki","mentioned"
"Morra","Morra","","","","House Martell","","","appears"
"Mors-Manwoody","Mors Manwoody","","","","House Manwoody","","","mentioned"
"Mors-Martell","Mors Martell","","Lord of the Sandship;Prince of Dorne","","House Martell","","Dornish","mentioned"
"Mors-Martell-(brother-of-Doran)","Mors Martell (brother of Doran)","","","","House Martell","","","mentioned"
"Mors-Umber","Mors Umber","","Castellan of Last Hearth","Mors Umber;Mors Crowfood","House Umber","","Northmen","mentioned"
"Morton-Waynwood","Morton Waynwood","","Ser","","House Waynwood","","","mentioned"
"Morya-Frey","Morya Frey","","Lady","","House Frey;House Brax","","","mentioned"
"Moryn-Tyrell","Moryn Tyrell","","Ser  Lord Commander of the City Watch of Oldtown","","House Tyrell","","","mentioned"
"Mudge-(brotherhood)","Mudge (brotherhood)","","","","Brotherhood without banners","","","mentioned"
"Mullin","Mullin","","Maester","","Night's Watch","","","mentioned"
"Mully","Mully","","","","Night's Watch","","","appears"
"Munda","Munda","","","","","","Free Folk","mentioned"
"Murenmure","Murenmure","","Maester","","","","","appears"
"Muttering-Bill","Muttering Bill","","","","Night's Watch","","","mentioned"
"Mya-Stone","Mya Stone","","","","House Royce of the Gates of the Moon","","","appears"
"Mychel-Redfort","Mychel Redfort","","Ser","","House Redfort","","Valemen","mentioned"
"Mylenda-Caron","Mylenda Caron","","","","House Caron;House Frey","","","mentioned"
"Myles","Myles","","Maester","","House Martell","","","appears"
"Myles-Manwoody","Myles Manwoody","","Ser","","House Manwoody","","","mentioned"
"Myles-Mooton","Myles Mooton","","Ser","","House Mooton","","Rivermen","mentioned"
"Myranda-Royce","Myranda Royce","","","Myranda Royce;Randa","House Royce of the Gates of the Moon","","","appears"
"Myrcella-Baratheon","Myrcella Baratheon","","Princess","","House Baratheon of King's Landing","","","appears"
"Myria-Jordayne","Myria Jordayne","","","","House Jordayne","","Dornish","mentioned"
"Myriah-Martell","Myriah Martell","","Princess","Myriah Martell;Myriah Martell","House Martell;House Targaryen","","Dornish","mentioned"
"Myrielle-Lannister","Myrielle Lannister","","","","House Lannister","","","mentioned"
"Nan","Nan","","","","House Stark","","","mentioned"
"Narbert","Narbert","","Brother;Proctor","","","","","appears"
"Narbo","Narbo","","","Narbo;Little Narbo","","","Braavosi","mentioned"
"Nella","Nella","","","","","","Free Folk","mentioned"
"Nestor-Royce","Nestor Royce","","Keeper of the Gates of the Moon;High Steward of the Vale","","House Royce of the Gates of the Moon","","","appears"
"Nightingale","Nightingale","","","","","","","mentioned"
"Noho-Dimittis","Noho Dimittis","","","","Iron Bank of Braavos","","Braavosi","mentioned"
"Norbert-Vance","Norbert Vance","","Lord of Atranta","","House Vance of Atranta","","","mentioned"
"Norjen","Norjen","","","","Drowned men","","Ironmen","appears"
"Normund-Tyrell","Normund Tyrell","","Maester","","","","","mentioned"
"Norne-Goodbrother","Norne Goodbrother","","Lord of Shatterstone","","House Goodbrother of Shatterstone","","Ironborn","mentioned"
"Norren","Norren","","Archmaester","","","","","mentioned"
"Notch","Notch","","","","Brotherhood without Banners","","","mentioned"
"Nute","Nute","","Lord of Oakenshield","Nute;Nute the Barber","House Greyjoy","","Ironborn","appears"
"Nymella-Toland","Nymella Toland","","Lady of Ghost Hill","","House Toland","","Dornish","mentioned"
"Nymeria","Nymeria","","Princess;Queen","Nymeria;Nymeria of the Rhoyne","House Martell","","Rhoynar","mentioned"
"Nymeria-Sand","Nymeria Sand","","","Nymeria Sand;Lady Nym","House Martell","","Dornishmen","appears"
"Nymos","Nymos","","Archmaester","","","","","mentioned"
"Nysterica","Nysterica","","Septa","","","","","mentioned"
"Obara-Sand","Obara Sand","","","","House Martell","","Dornish","appears"
"Obella-Sand","Obella Sand","","","","House Martell","","Dornishmen","mentioned"
"Oberyn-Martell","Oberyn Martell","","Prince;Ser","Oberyn Martell;The Red Viper","House Martell;Second Sons (formerly)","","Dornishmen","mentioned"
"Ocley","Ocley","","Archmaester","","","","","mentioned"
"Old-Crackbones","Old Crackbones","","","Old Crackbones;Old Crackbones","","","","mentioned"
"Old-Grey-Gull","Old Grey Gull","","","","Drowned men","","Ironborn","mentioned"
"Old-Tattersalt","Old Tattersalt","","","Old Tattersalt;Old Tattersalt","Night's Watch","","","mentioned"
"Olene-Tyrell","Olene Tyrell","","","","House Tyrell","","","mentioned"
"Olenna-Redwyne","Olenna Redwyne","","Dowager Lady of Highgarden","Olenna Redwyne;Olenna Redwyne;Queen of Thorns","House Redwyne;House Tyrell","","","appears"
"Ollidor","Ollidor","","Septon","","Faith of the Seven;Most Devout","","","mentioned"
"Ollo-Lophand","Ollo Lophand","","","Ollo Lophand;Ollo Lophand","Night's Watch","","Tyroshi","mentioned"
"Olymer-Tyrell","Olymer Tyrell","","Ser","","House Tyrell","","","mentioned"
"Olyvar-Frey","Olyvar Frey","","","","House Frey","","","mentioned"
"Olyvar-Oakheart","Olyvar Oakheart","","Ser","Olyvar Oakheart;The Green Oak","House Oakheart;Kingsguard","","","mentioned"
"Omer-Blackberry","Omer Blackberry","","","","House Blackberry;House Baratheon of Dragonstone;King's men","","","mentioned"
"Omer-Florent","Omer Florent","","Maester","","","","","mentioned"
"Ondrew-Locke","Ondrew Locke","","Lord of Oldcastle","Ondrew Locke;old Lord Locke","House Locke","","Northmen","mentioned"
"Orbelo","Orbelo","","","","","","Braavosi","mentioned"
"Orbert-Caswell","Orbert Caswell","","Lord Commander of the Night's Watch","Orbert Caswell;The Black Centaur","House Caswell;Night's Watch","","","mentioned"
"Orell","Orell","","","","","","Free Folk","mentioned"
"Orivel","Orivel","","Ser","Orivel;Orivel the Open-Handed","Kingsguard","","","mentioned"
"Orland-of-Oldtown","Orland of Oldtown","","","Orland of Oldtown;Ormond of Oldtown","House Baratheon of King's Landing","","","mentioned"
"Ormond-Yronwood","Ormond Yronwood","","Lord of Yronwood;Warden of the Stoneway;The Bloodroyal","","House Yronwood","","","mentioned"
"Oro-Tendyris","Oro Tendyris","","","","","","Braavosi","mentioned"
"Orphan-Oss","Orphan Oss","","","","Night's Watch","","","mentioned"
"Orton-Merryweather","Orton Merryweather","","Lord of Longtable;Justiciar;Master of laws;Hand of the King","","House Merryweather","","Reachmen","appears"
"Osbert-Serry","Osbert Serry","","Lord of Southshield","","House Serry","","","mentioned"
"Osfryd-Kettleblack","Osfryd Kettleblack","","Ser;Commander of the City Watch of King's Landing","","House Kettleblack;City Watch of King's Landing","","","appears"
"Osha","Osha","","","","House Stark","","Free folk","mentioned"
"Osmund-Frey","Osmund Frey","","","","House Frey","","","mentioned"
"Osmund-Kettleblack","Osmund Kettleblack","","Ser","Osmund Kettleblack;Oswald Kettleblack;","House Kettleblack;Gallant Men (formerly)Kingsguard","","","appears"
"Osney-Kettleblack","Osney Kettleblack","","Ser","","House Kettleblack","","","appears"
"Ossifer-Plumm","Ossifer Plumm","","Lord","","House Plumm","","","mentioned"
