Tom-Costayne,Tom-Costayne,Ser-Tom-Costayne,Long-Tom-Costayne,,,,,,,,
Tom-of-Sevenstreams,Tom-of-Sevenstreams,Tom-Sevenstrings,Tom-oSevens,Tom,,,,,,,
Tommen-Baratheon,King-Tommen,Tommen,The-king,the-king,,,,,,,
Torbert,Septon-Torbert,Torbert,,,,,,,,,
Torwold-Browntooth,Torwold-Browntooth,,,,,,,,,,
Tristifer-Botley,Lord-Tristifer-Botley,Tristifer-Botley,Tris-Botley,Tristifer,Tris,,,,,,
Triston-Sunderland,Triston-Sunderland,Lord-Triston-Sunderland,,,,,,,,,
Trystane-Martell,Prince-Trystane,Trystane,Trystane-Martell,,,,,,,,
Tyene-Sand,Tyene-Sand,Lady-Tyene,Tyene,,,,,,,,
Tygett-Lannister,Tygett-Lannister,Tygett,,,,,,,,,
Tyrek-Lannister,Tyrek-Lannister,Lord-Tyrek,Tyrek,,,,,,,,
Tyrion-Lannister,Tyrion-Lannister,Tyrion,Imp,dwarf,Halfman,halfman,,,,,
Tytos-Blackwood,Tytos-Blackwood,Lord-Tytos-Blackwood,,,,,,,,,
Tytos-Frey,Tytos-Frey,Lord-Tytos,,,,,,,,,
Tytos-Lannister,Tytos-Lannister,Lord-Tytos-Lannister,,,,,,,,,
Tywin-Frey,Tywin-Frey,Ty,,,,,,,,,
Tywin-Lannister,Lord-of-Casterly-Rock,Lord-Tywin-Lannister,Tywin-Lannister,Lord-Tywin,Tywin,King-Hand-Tywin,,,,,
Uller,Uller,,,,,,,,,,
Ulmer,Ulmer,Ulmer-of-the-Kingswood,,,,,,,,,
Umma,Umma,,,,,,,,,,
Unella,Septa-Unella,Unella,,,,,,,,,
Urek-Ironmaker,Urek-Ironmaker,,,,,,,,,,
Urras-Ironfoot,Urras-Ironfoot,,,,,,,,,,
Urrigon-Greyjoy,Urri,Urrigon-Greyjoy,,,,,,,,,
Urron-Greyiron,Urron-Greyiron,Urron-Redhand,Urron-of-Oakmont,,,,,,,,
Urswyck,Urswyck,Faithful-Urswyck,,,,,,,,,
Uthero-Zalyne,Uthero,Uthero-Zalyne,,,,,,,,,
Uthor-Tollett,Uthor-Tollett,Lord-Uthor-Tollett,,,,,,,,,
Vaellyn,Archmaester-Vaellyn,Vinegar-Vaellyn,Vaellyn,,,,,,,,
Val,Val,,,,,,,,,,
Vargo-Hoat,Lord-Vargo,Vargo-Hoat,Vargo,Hoat,Qohorik,Goat-of-Harrenhall,Crippler,,,,
Varys,Lord-Varys,Lady-Varys,Spider,Varys,eunuch,master-of-whisperers,,,,,
Veiled-Lady,Veiled-Lady,,,,,,,,,,
Vickon-Botley,Vickon-Botley,,,,,,,,,,
Vickon-Greyjoy,Vickon-Greyjoy,Lord-Vickon-Greyjoy,Lord-Vickon,,,,,,,,
Victarion-Greyjoy,Victarion-Greyjoy,Victarion,iron-captain,king-Victarion,,,,,,,
Visenya-Targaryen,Visenya-Targaryen,Visenya,,,,,,,,,
Viserys-I-Targaryen,King-Viserys,king-Viserys,Viserys,,,,,,,,
Vyman,Vyman,Maester-Vyman,,,,,,,,,
Waif,the-waif,The-waif,waif,,,,,,,,
Walder-Frey,Lord-of-the-Crossing,Walder-Frey,Lord-Walder,Lord-Frey,,,,,,,
Walder-Frey-(son-of-Ryman),Ser-Black-Walder,Black-Walder,,,,,,,,,
Walder-Rivers,Ser-Walder-Rivers,Walder-Rivers,Bastard-Walder,,,,,,,,
Waldon-Wynch,Lord-Wynch,Wynch,Waldon-Wynch,,,,,,,,
Walgrave,Archmaester-Walgrave,Old-Walgrave,Walgrave,,,,,,,,
Wallace-Waynwood,Wallace-Waynwood,,,,,,,,,,
Wat-(sailor),Wat-sailor,,,,,,,,,,
Wat-(Whitesmile),Whitesmile-Wat,,,,,,,,,,
Waymar-Royce,Waymar-Royce,Ser-Waymar-Royce,Ser-Waymar,,,,,,,,
Weese,Weese,,,,,,,,,,
Wenda,Wenda,White-Fawn,,,,,,,,,
Wendamyr,Wendamyr,Maester-Wendamyr,,,,,,,,,
Whalen-Frey,Whalen-Frey,Whalen,,,,,,,,,
Will-(orphan),Will-(orphan),Will-orphan,,,,,,,,,
Will-(Stork),Will-the-Stork,,,,,,,,,,
Will-Humble,Will-Humble,,,,,,,,,,
Willam,Willam,,,,,,,,,,
Willam-Wythers,Willam-Wythers,Ser-Willam-Wythers,,,,,,,,,
Willas-Tyrell,Willas-Tyrell,Ser-Willas,Willas,,,,,,,,
Willow-Heddle,Willow-Heddle,Willow,,,,,,,,,
Wulfe,Wulfe,Wulfe-One-Ear,,,,,,,,,
Wylis-Manderly,Ser-Wylis-Manderly,Wylis-Manderly,Ser-Wylis,Wylis,,,,,,,
Wyman-Manderly,Wyman-Manderly,Lord-Manderly,Lord-Wyman,Wyman,,,,,,,
Xhondo,Xhondo,,,,,,,,,,
Ygon-Farwynd,Ygon-Farwynd,,,,,,,,,,
Yna,Yna,,,,,,,,,,
Yohn-Farwynd,Yohn-Farwynd,,,,,,,,,,
Yohn-Royce,Bronze-Yohn-Royce,Lord-of-Runestone,Bronze-Yohn,Lord-Royce,Yohn-Royce,Lord-Yohn,Bronze,Yohn,,,
Yoren,Yoren,,,,,,,,,,
Yorko-Terys,Yorko-Terys,Yorko,,,,,,,,,
Ysilla-Royce,Ysilla-Royce,Ysilla-Redfort,,,,,,,,,
Zollo,Zollo,Zollo-the-Fat,,,,,,,,,
