Adrack-Humble,Adrack-Humble,,,,,,,,,,,,,,,
Aegon-Frey-(son-of-Stevron),Jinglebell-Frey,Jinglebell,Aegon-Frey,,,,,,,,,,,,,
Samwell-Tarly,Sam-the-Slayer,Sam-the-Scared,Samwell-Tarly,Sam-Tarly,Samwell,Slayer,Sam,,,,,,,,,
Sandor-Clegane,Sandor-Clegane,Sandor,Hound,,,,,,,,,,,,,
Sansa-Stark,Lady-Lannister,Sansa-Stark,Lady-Sansa,Sansa,,,,,,,,,,,,
Sarella-Sand,Sarella-Sand,Sarella,,,,,,,,,,,,,,
Satin,Satin,,,,,,,,,,,,,,,
Scales,Scales,,,,,,,,,,,,,,,
Scar,Scar,,,,,,,,,,,,,,,
Scolera,Septa-Scolera,Scolera,,,,,,,,,,,,,,
Selwyn-Tarth,Selwyn-the-Evenstar,Selwyn,Evenstar,Lord-Selwin-the-Evenstar,,,,,,,,,,,,
Selyse-Florent,Selyse-Baratheon,Queen-Selyse,Selyse,the-queen-Selyse,The-queen-Selyse,Selyse-Florent,,,,,,,,,,
Serra-Frey,Serra-Frey,Serra,,,,,,,,,,,,,,
Serwyn-of-the-Mirror-Shield,Serwyn-of-the-Mirror-Shield,Ser-Serwyn,Serwyn,,,,,,,,,,,,,
Shae,Shae,,,,,,,,,,,,,,,
Shagga,Shagga,,,,,,,,,,,,,,,
Shiera-Seastar,Shiera-Seastar,,,,,,,,,,,,,,,
Shireen-Baratheon,Princess-Shireen,Shireen,princess-Shireen,,,,,,,,,,,,,
Shrouded-Lord,Shrouded-Lord,,,,,,,,,,,,,,,
Sigorn,Sigorn,Magnar-of-Thenn,,,,,,,,,,,,,,
Simon-Toyne,Simon-Toyne,,,,,,,,,,,,,,,
Skahaz-mo-Kandaq,Skahaz-mo-Kandaq,Skahaz-Shavepate,Shavepate,Skahaz,,,,,,,,,,,,
Skinner,Skinner,,,,,,,,,,,,,,,
Sleepy-Jack,Sleepy-Jack,,,,,,,,,,,,,,,
Small-Paul,Small-Paul,,,,,,,,,,,,,,,
Snatch,Snatch,,,,,,,,,,,,,,,
Snowylocks,Snowylocks,,,,,,,,,,,,,,,
Soren-Shieldbreaker,Soren-Shieldbreaker,Soren,,,,,,,,,,,,,,
Sour-Alyn,Sour-Alyn,,,,,,,,,,,,,,,
Spotted-Cat,Spotted-Cat,,,,,,,,,,,,,,,
Squinter,squinter,,,,,,,,,,,,,,,
Squirrel,Squirrel,,,,,,,,,,,,,,,
Stalwart-Shield,Stalwart-Shield,eunuch-Shield,,,,,,,,,,,,,,
Stannis-Baratheon,Lord-Stannis-Baratheon,Lord-of-Dragonstone,Stannis-Baratheon,Lord-Stannis,King-Stannis,Stannis,king-Stannis,,,,,,,,,
Steelskin,Steelskin,,,,,,,,,,,,,,,
Steffar,Steffar,Steffar-Stammerer,,,,,,,,,,,,,,
Steffon-Baratheon,Lord-Steffon-Baratheon,Lord-Steffon,Steffon-Baratheon,Steffon,,,,,,,,,,,,
Styr,Styr-the-Magnar,Styr,,,,,,,,,,,,,,
Sweets,Sweets,,,,,,,,,,,,,,,
Sybell-Spicer,Sybell-Westerling,Lady-Sybell-Westerling-(Spicer),Lady,Sybell,Westerling,Spicer,,,,,,,,,,
Sybelle-Glover,Sybelle-Glover,Lady-Sybelle,Lady-Glover,Sybelle,,,,,,,,,,,,
Symeon-Star-Eyes,Symeon-Star-Eyes,Symeon,Star-Eyes,,,,,,,,,,,,,
Symon-Stripeback,Symon-Stripeback,Symon,,,,,,,,,,,,,,
Symond-Frey,Symond-Frey,Symond,,,,,,,,,,,,,,
Syrio-Forel,Syrio-Forel,Syrio,Forel,,,,,,,,,,,,,
Taena-of-Myr,Taena-Merryweather,Lady-Merryweather,Taena-of-Myr,,,,,,,,,,,,,
Tagganaro,Tagganaro,,,,,,,,,,,,,,,
Tal-Toraq,Tal-Toraq,,,,,,,,,,,,,,,
Talbert-Serry,Ser-Talbert-Serry,Talbert-Serry,Talbert,Serry,Young-Serry,,,,,,,,,,,
Talea,Talea,,,,,,,,,,,,,,,
Talon,Talon,,,,,,,,,,,,,,,
Tattered-Prince,Tattered-Prince,Old-Rags,Tattered,Rags-and-Tatters,Tatters,Rags,,,,,,,,,,
Tattersalt,Tattersalt,,,,,,,,,,,,,,,
Terrence-Toyne,Terrence-Toyne,Ser-Terrence-Toyne,Ser-Terrence,,,,,,,,,,,,,
The-Sparr,Sparr,Lord-Sparr,,,,,,,,,,,,,,
Theodan-Wells,Theodan-Wells,Ser-Theodan-Wells,Theodan-the-True,,,,,,,,,,,,,
Theomore,Maester-Theomore,Theomore,,,,,,,,,,,,,,
Theon-Greyjoy,Theon-the-Clever,Theon-Turncloak,Theon-Kinslayer,Theon-Greyjoy,Theon,Reek,Lord-of-the-Iron-Islands,Prince-of-Winterfell,,,,,,,,
Theon-Stark,Theon-Stark,Hungry-Wolf,,,,,,,,,,,,,,
Therry,Therry,,,,,,,,,,,,,,,
Thistle,Thistle,,,,,,,,,,,,,,,
Thomax,Thomax,Maester-Thomax,,,,,,,,,,,,,,
Thoros-of-Myr,Thoros-of-Myr,Thoros,red-wizard,the-Ember,The-Ember,,,,,,,,,,,
Tickler,Tickler,,,,,,,,,,,,,,,
Timett,Timett-son-of-Timett,Timett,,,,,,,,,,,,,,
Todder,Todder,Toad,,,,,,,,,,,,,,
Tom-Barleycorn,Tom-Barleycorn,,,,,,,,,,,,,,,
Tom-Codd,Tom-Codd,Bloodless-Tom,,,,,,,,,,,,,,
Tom-Tidewood,Tom-Tidewood,,,,,,,,,,,,,,,
Tomard,Fat-Tom,Tomard,,,,,,,,,,,,,,
Tommen-Baratheon,King-Tommen,Tommen-Lannister,Tommen,king-Tommen,,,,,,,,,,,,
Toregg,Toregg,,,,,,,,,,,,,,,
Torghen-Flint,Torghen-Flint,Lord-Torghen-Flint,Old-Flint,,,,,,,,,,,,,
Torgon-Greyiron,Torgon-the-Latecomer,Torgon-Greyiron,Greyiron,Torgon,,,,,,,,,,,,
Tormo-Fregar,Tormo-Fregar,,,,,,,,,,,,,,,
Tormund,Tormund-Thunderfist,Tormund-Giantsbane,Tormund-Giantsbabe,Tormund-Crowlover,Thunderfist,Giantsbane,Crowlover,Tormund,,,,,,,,
Torrhen-Stark,Torrhen-Stark,Torrhen,King-Who-Knelt,,,,,,,,,,,,,
Torwynd,Torwynd,,,,,,,,,,,,,,,
Tremond-Gargalen,Lord-Tremond-Gargalen,Lord-of-Salt-Shore,Tremond-Gargalen,,,,,,,,,,,,,
Trianna,Trianna,Triarch-Trianna,,,,,,,,,,,,,,
Tristan,Tristan,Ser-Tristan,,,,,,,,,,,,,,
Tristan-Rivers,Ser-Tristan-Rivers,Tristan-Rivers,,,,,,,,,,,,,,
Tristifer-Botley,Tris-Botley,Tris,Tristifer-Botley,Tristifer,,,,,,,,,,,,
Triston-Sunderland,Triston-Sunderland,Lord-Triston-Sunderland,Triston,,,,,,,,,,,,,
Trystane-Martell,Prince-Trystane,Trystane,Trystane-Martell,,,,,,,,,,,,,
Tumco-Lho,Tumco-Lho,,,,,,,,,,,,,,,
Turnip,Turnip,,,,,,,,,,,,,,,
Ty,Ty,,,,,,,,,,,,,,,
Tybero-Istarion,Tybero-Istarion,Inkpots,,,,,,,,,,,,,,
Tycho-Nestoris,Tycho-Nestoris,Lord-Tycho,Nestoris,Tycho,Braavosi-Tyhco,Braavosi-banker,,,,,,,,,,
Tyene-Sand,Tyene-Sand,Tyene,,,,,,,,,,,,,,
Tygett-Lannister,Tygett-Lannister,Tygett,Tyg,,,,,,,,,,,,,
Tyrion-Lannister,Tyrion-Lannister,Lord-Tyrion,Hugor-Hill,Tyrion,Hugor,Yollo,Imp,dwarf,No-Nose,Kings-Hand-Tyrion,,,,,,
Tysha,Tysha,,,,,,,,,,,,,,,
Tytos-Blackwood,Lord-of-Raventree,Tytos-Blackwood,Lord-Blackwood,Lord-Tytos,Tytos,,,,,,,,,,,
Tywin-Lannister,Lord-of-Casterly-Rock,Lord-Tywin-Lannister,Tywin-Lannister,Lord-Lannister,Lord-Tywin,Tywin,Kings-Hand-Tywin,,,,,,,,,
Ulmer,Ulmer,Ulmer-of-the-Kingswood,,,,,,,,,,,,,,
Umma,Umma,,,,,,,,,,,,,,,
Unella,Septa-Unella,Unella,,,,,,,,,,,,,,
Urho,Urho,Urho-the-Unwashed,,,,,,,,,,,,,,
Urragon-Goodbrother,Urragon-Goodbrother,Badbrother,,,,,,,,,,,,,,
Uthor,Uthor,Maester-Uthor,,,,,,,,,,,,,,
Val,Lady-Val,Val,princess-Val,wildling-princess,,,,,,,,,,,,
Varamyr,Varamyr-Threeskins,Varamyr-Sixskins,Lord-Varamyr,Threeskins,Sixskins,Varamyr,Lump,Greyskin,,,,,,,,
Vargo-Hoat,Lord-Vargo,Vargo-Hoat,Vargo,Hoat,Qohorik,Goat-of-Harrenhall,Crippler,,,,,,,,,
Varys,Varys-the-Spider,Lord-Varys,Spider,Varys,master-of-whisperers,eunuch,,,,,,,,,,
Victarion-Greyjoy,Victarion-Greyjoy,Victarion,iron-captain,,,,,,,,,,,,,
Visenya-Targaryen,Visenya-Targaryen,Visenya,Wife-of-Aegon-I,,,,,,,,,,,,,
Viserys-Plumm,Viserys-Plumm,,,,,,,,,,,,,,,
Viserys-Targaryen,Viserys-Targaryen,Prince-Viserys,Viserys,Beggar-King,,,,,,,,,,,,
Vogarro,Vogarro,,,,,,,,,,,,,,,
Vulture-King,Vulture-King,,,,,,,,,,,,,,,
Waif,the-waif,The-waif,,,,,,,,,,,,,,
Walda-Frey-(daughter-of-Merrett),Fat-Walda-Frey,Lady-Walda,Walda-Frey,Fat-Walda,Walda,,,,,,,,,,,
Walder-Frey,Old-Walder-Frey,Lord-Walder,Walder-Frey,,,,,,,,,,,,,
Walder-Frey-(son-of-Jammos),Big-Walder-Frey,Big-Walder,,,,,,,,,,,,,,
Walder-Frey-(son-of-Merrett),Little-Walder-Frey,Little-Walder,,,,,,,,,,,,,,
Walton,Walton,Steelshanks-Walton,,,,,,,,,,,,,,
Walys-Flowers,Maester-Walys,Walys-Flowers,Walys,,,,,,,,,,,,,
Watkyn,Watkyn,,,,,,,,,,,,,,,
Webber,Webber,,,,,,,,,,,,,,,
Weeper,Weeper,Weeping-Man,,,,,,,,,,,,,,
Wenda,Wenda,Wenda-the-White-Fawn,,,,,,,,,,,,,,
Wendel-Frey,Wendel-Frey,,,,,,,,,,,,,,,
Wendel-Manderly,Wendel-Manderly,Ser-Wendel,Wendel,,,,,,,,,,,,,
Wex-Pyke,Wex-Pyke,Wex,,,,,,,,,,,,,,
Wick-Whittlestick,Wick-Whittlestick,Whittlestick,Wick,,,,,,,,,,,,,
Widow-of-the-Waterfront,Widow-of-the-Waterfront,Vogarros-Whore,,,,,,,,,,,,,,
Widower,Widower,,,,,,,,,,,,,,,
Will-of-the-Woods,Will-of-the-Woods,,,,,,,,,,,,,,,
Will-Short,Will-Short,,,,,,,,,,,,,,,
Willam-Dustin,old-Lord-Dustin,Lord-Dustin,,,,,,,,,,,,,,
Willam-Stark,Willam-Stark,Lord-Willam-of-Winterfell,Lord-Willam,,,,,,,,,,,,,
Willam-Wells,Willam-Wells,,,,,,,,,,,,,,,
Willas-Tyrell,Willas-Tyrell,Ser-Willas,Willas,,,,,,,,,,,,,
Willem-Darry,Ser-Willem-Darry,Ser-Willem,Willem-Darry,Willem,,,,,,,,,,,,
William-Foxglove,William-Foxglove,Will-Foxglove,Foxglove,,,,,,,,,,,,,
Willow-Witch-eye,Willow-Witch-eye,Willow,,,,,,,,,,,,,,
Wulfe,Wulfe,Wulfe-One-Ear,,,,,,,,,,,,,,
Wun-Weg-Wun-Dar-Wun,Wun-Weg-Wun-Dar-Wun,Wun-Wun,the-giant,The-giant,,,,,,,,,,,,
Wylis-Manderly,Ser-Wylis,Wylis,Wylis-Manderly,,,,,,,,,,,,,
Wylla-Manderly,Wylla-Manderly,Lady-Wylla,Wylla,,,,,,,,,,,,,
Wyman-Manderly,Lord-of-White-Harbor,Lord-Wyman-Manderly,Fat-Wyman-Manderly,Wyman-Manderly,Lord-Manderly,Lord-Wyman,Lord-Lard,Lord-Pig,Wyman,Lord-Lamprey,Lord-Too-Fat-to-Sit-a-Horse,,,,,
Wynafryd-Manderly,Wynafryd-Manderly,Wynafryd,,,,,,,,,,,,,,
Xaro-Xhoan-Daxos,Xaro-of-the-Thirteen,Xaro-Xhoan-Daxos,Xhoan-Daxos,Daxos,Xhoan,Xaro,merchant-prince,,,,,,,,,
Yandry,Yandry,,,,,,,,,,,,,,,
Yellow-Dick,Yellow-Dick,,,,,,,,,,,,,,,
Yezzan-zo-Qaggaz,Lord-Yellowbelly,Yezzan-zo-Qaggaz,Yezzan,,,,,,,,,,,,,
Ygon-Oldfather,Ygon-Oldfather,,,,,,,,,,,,,,,
Ygritte,Ygritte,,,,,,,,,,,,,,,
Ynys-Yronwood,Ynys-Yronwood,Ynys,,,,,,,,,,,,,,
Yohn-Royce,Bronze-Yohn-Royce,Bronze-Yohn,Yohn-Royce,Yohn,,,,,,,,,,,,
Young-Henly,young-Henly,,,,,,,,,,,,,,,
Ysilla,Ysilla,,,,,,,,,,,,,,,
Yurkhaz-zo-Yunzak,Yurkhaz-zo-Yunzak,Yurkhaz,supreme-commander,,,,,,,,,,,,,
Zahrina,Zahrina,,,,,,,,,,,,,,,
Zekko,Zekko,,,,,,,,,,,,,,,
Zharaq-zo-Loraq,Zharaq-zo-Loraq,Zharaq-the-Liberator,,,,,,,,,,,,,,
