char 1, char2, index, text
Stannis-Baratheon (Stannis), Barbrey-Dustin (Lady-Dustin), 1166934, "A last taste of life; should death await. If Stannis comes ;"  "He will. He must." Lady-Dustin"
Wyman-Manderly (Lord-Manderly), Roose-Bolton (Lord-Bolton), 1167628, "in kind. Any insolence would cost him skin. "If my lady believes Lord-Manderly wants to betray us; Lord-Bolton"
Theon-Greyjoy (Theon), Roose-Bolton (Lord-Bolton), 1168531, "fill it; then gestured for him to do the same for Theon. "Truth be told;" she said; "Lord-Bolton"
Roose-Bolton (Lord-Bolton), Tywin-Lannister (Tywin-Lannister), 1168610, "be told;" she said; "Lord-Bolton aspires to more than mere lordship. Why not King of the North? Tywin-Lannister"
Tywin-Lannister (Tywin-Lannister), Jaime-Lannister (Kingslayer), 1168634, ""Lord-Bolton aspires to more than mere lordship. Why not King of the North? Tywin-Lannister is dead; the Kingslayer"
Jaime-Lannister (Kingslayer), Tyrion-Lannister (Imp), 1168653, "than mere lordship. Why not King of the North? Tywin-Lannister is dead; the Kingslayer is maimed; the Imp"
Tywin-Lannister (Tywin-Lannister), Tyrion-Lannister (Imp), 1168653, "than mere lordship. Why not King of the North? Tywin-Lannister is dead; the Kingslayer is maimed; the Imp"
Walder-Frey (Old-Walder-Frey), Walda-Frey-(daughter-of-Merrett) (Walda), 1168803, "were kind enough to rid him of the Starks. Old-Walder-Frey will not object to his fat little Walda"
Walda-Frey-(daughter-of-Merrett) (Walda), Wyman-Manderly (Lord-Wyman), 1168876, "will not object to his fat little Walda becoming a queen. White Harbor might prove troublesome should Lord-Wyman"
Stannis-Baratheon (Stannis), Robb-Stark (Young-Wolf), 1169026, "he will not. No more than Stannis. Roose will remove both of them; as he removed the Young-Wolf"
Robb-Stark (Young-Wolf), Theon-Greyjoy (Theon), 1169066, "will remove both of them; as he removed the Young-Wolf. Who else is there?"  "You;" said Theon"
Robb-Stark (Young-Wolf), Barbrey-Dustin (Lady-of-Barrowton), 1169104, "as he removed the Young-Wolf. Who else is there?"  "You;" said Theon. "There is you. The Lady-of-Barrowton"
Theon-Greyjoy (Theon), Barbrey-Dustin (Lady-of-Barrowton), 1169104, "as he removed the Young-Wolf. Who else is there?"  "You;" said Theon. "There is you. The Lady-of-Barrowton"
Medrick (Medrick), Halys-Hornwood (Lord-Hornwood), 1169660, "and chains they were three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood"
Halys-Hornwood (Lord-Hornwood), Rhodry (Rhodry), 1169668, "chains they were three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry"
Medrick (Medrick), Rhodry (Rhodry), 1169668, "chains they were three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry"
Halys-Hornwood (Lord-Hornwood), Medger-Cerwyn (Lord-Cerwyn), 1169680, "they were three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn"
Medrick (Medrick), Medger-Cerwyn (Lord-Cerwyn), 1169680, "they were three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn"
Rhodry (Rhodry), Medger-Cerwyn (Lord-Cerwyn), 1169680, "they were three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn"
Halys-Hornwood (Lord-Hornwood), Young-Henly (young-Henly), 1169697, "three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly"
Medger-Cerwyn (Lord-Cerwyn), Young-Henly (young-Henly), 1169697, "three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly"
Medrick (Medrick), Young-Henly (young-Henly), 1169697, "three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly"
Rhodry (Rhodry), Young-Henly (young-Henly), 1169697, "three grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly"
Halys-Hornwood (Lord-Hornwood), Lord-Slate (Lord-Slate), 1169708, "grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate"
Medger-Cerwyn (Lord-Cerwyn), Lord-Slate (Lord-Slate), 1169708, "grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate"
Medrick (Medrick), Lord-Slate (Lord-Slate), 1169708, "grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate"
Rhodry (Rhodry), Lord-Slate (Lord-Slate), 1169708, "grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate"
Young-Henly (young-Henly), Lord-Slate (Lord-Slate), 1169708, "grey peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate"
Halys-Hornwood (Lord-Hornwood), Roose-Bolton (Roose-Bolton), 1169722, "peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton"
Lord-Slate (Lord-Slate), Roose-Bolton (Roose-Bolton), 1169722, "peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton"
Medger-Cerwyn (Lord-Cerwyn), Roose-Bolton (Roose-Bolton), 1169722, "peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton"
Medrick (Medrick), Roose-Bolton (Roose-Bolton), 1169722, "peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton"
Rhodry (Rhodry), Roose-Bolton (Roose-Bolton), 1169722, "peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton"
Young-Henly (young-Henly), Roose-Bolton (Roose-Bolton), 1169722, "peas from a black pod. Before the war; Medrick had served Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton"
Lord-Slate (Lord-Slate), Luwin (Luwin), 1169781, "Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton had brought them all to Winterfell to take charge of Luwin"
Medger-Cerwyn (Lord-Cerwyn), Luwin (Luwin), 1169781, "Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton had brought them all to Winterfell to take charge of Luwin"
Roose-Bolton (Roose-Bolton), Luwin (Luwin), 1169781, "Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton had brought them all to Winterfell to take charge of Luwin"
Young-Henly (young-Henly), Luwin (Luwin), 1169781, "Lord-Hornwood; Rhodry Lord-Cerwyn; and young-Henly Lord-Slate. Roose-Bolton had brought them all to Winterfell to take charge of Luwin"
Luwin (Luwin), Medrick (Maester-Medrick), 1169865, "take charge of Luwin ravens; so messages might be sent and received from here again.  As Maester-Medrick"
Medrick (Maester-Medrick), Barbrey-Dustin (Lady-Dustin), 1169920, "and received from here again.  As Maester-Medrick went to one knee to whisper in Bolton ear; Lady-Dustin"
Rickard-Stark (Rickard-Stark), Walys-Flowers (Maester-Walys), 1171233, "before too long; the ruler has become the ruled.  "That was how it was with Lord-Rickard-Stark. Maester-Walys"
Theon-Greyjoy (Theon), Stannis-Baratheon (Stannis), 1172396, "the hall; so profound that Theon could hear the wind plucking at the boards over the windows. "Stannis"
Stannis-Baratheon (Lord-Stannis), Hosteen-Frey (Ser-Hosteen-Frey), 1172794, "from the east. They mean to join with Lord-Stannis here and take this castle from us."  Ser-Hosteen-Frey"
Arnolf-Karstark (Arnolf-Karstark), Roose-Bolton (Lord-Bolton), 1172954, "meet them. Why allow them to combine their strength?"  Because Arnolf-Karstark awaits only a sign from Lord-Bolton"
Arnolf-Karstark (Arnolf-Karstark), Theon-Greyjoy (Theon), 1172995, "their strength?"  Because Arnolf-Karstark awaits only a sign from Lord-Bolton before he turns his cloak; thought Theon"
Roose-Bolton (Lord-Bolton), Theon-Greyjoy (Theon), 1172995, "their strength?"  Because Arnolf-Karstark awaits only a sign from Lord-Bolton before he turns his cloak; thought Theon"
Theon-Greyjoy (Theon), Roose-Bolton (Lord-Bolton), 1173051, "from Lord-Bolton before he turns his cloak; thought Theon; as other lords began to shout out counsel. Lord-Bolton"
Roose-Bolton (Lord-of-the-Dreadfort), Hother-Umber (Hother-Umber), 1173392, "As the Lord-of-the-Dreadfort slipped out; attended by the three maesters; other lords and captains rose to follow. Hother-Umber"
Hother-Umber (Whoresbane), Wyman-Manderly (Lord-Manderly), 1173474, "lords and captains rose to follow. Hother-Umber; the gaunt old man called Whoresbane; went grim-faced and scowling. Lord-Manderly"
Rat-Cook (Rat-Cook), Theon-Greyjoy (Theon), 1173631, "the hall. "We should have a song about the Rat-Cook;" he was muttering; as he staggered past Theon"
Theon-Greyjoy (Theon), Rat-Cook (Rat-Cook), 1173699, "muttering; as he staggered past Theon; leaning on his knights. "Singer; give us a song about the Rat-Cook"
Rat-Cook (Rat-Cook), Barbrey-Dustin (Lady-Dustin), 1173714, "he staggered past Theon; leaning on his knights. "Singer; give us a song about the Rat-Cook."  Lady-Dustin"
Theon-Greyjoy (Theon), Barbrey-Dustin (Lady-Dustin), 1173714, "he staggered past Theon; leaning on his knights. "Singer; give us a song about the Rat-Cook."  Lady-Dustin"
Theon-Greyjoy (Reek), Sour-Alyn (Sour-Alyn), 1174169, "grabbed his shoulder; five fingers hard as iron digging deep into his flesh. "Youre wanted; Reek;" said Sour-Alyn"
Sour-Alyn (Sour-Alyn), Yellow-Dick (Yellow-Dick), 1174236, "his flesh. "Youre wanted; Reek;" said Sour-Alyn; his breath foul with the smell from his rotten teeth. Yellow-Dick"
Theon-Greyjoy (Reek), Yellow-Dick (Yellow-Dick), 1174236, "his flesh. "Youre wanted; Reek;" said Sour-Alyn; his breath foul with the smell from his rotten teeth. Yellow-Dick"
Sour-Alyn (Sour-Alyn), Damon-Dance-for-Me (Damon-Dance-for-Me), 1174259, ""Youre wanted; Reek;" said Sour-Alyn; his breath foul with the smell from his rotten teeth. Yellow-Dick and Damon-Dance-for-Me"
Theon-Greyjoy (Reek), Damon-Dance-for-Me (Damon-Dance-for-Me), 1174259, ""Youre wanted; Reek;" said Sour-Alyn; his breath foul with the smell from his rotten teeth. Yellow-Dick and Damon-Dance-for-Me"
Yellow-Dick (Yellow-Dick), Damon-Dance-for-Me (Damon-Dance-for-Me), 1174259, ""Youre wanted; Reek;" said Sour-Alyn; his breath foul with the smell from his rotten teeth. Yellow-Dick and Damon-Dance-for-Me"
Damon-Dance-for-Me (Damon-Dance-for-Me), Ramsay-Snow (Ramsay), 1174282, "Sour-Alyn; his breath foul with the smell from his rotten teeth. Yellow-Dick and Damon-Dance-for-Me were with him. "Ramsay"
Yellow-Dick (Yellow-Dick), Ramsay-Snow (Ramsay), 1174282, "Sour-Alyn; his breath foul with the smell from his rotten teeth. Yellow-Dick and Damon-Dance-for-Me were with him. "Ramsay"
Theon-Greyjoy (Theon), Jeyne-Poole (false-Lady-Arya), 1174834, "Perhaps she hoped that if she drank enough; the ordeal would pass her by. Theon knew better. “false-Lady-Arya"
Ramsay-Snow (Lord-Ramsay), Damon-Dance-for-Me (Damon-Dance-for-Me), 1175172, "steps to Lord-Ramsay bedchamber; one of the rooms the fires had touched but lightly. As they climbed; Damon-Dance-for-Me"
Damon-Dance-for-Me (Damon-Dance-for-Me), Skinner (Skinner), 1175197, "bedchamber; one of the rooms the fires had touched but lightly. As they climbed; Damon-Dance-for-Me whistled; whilst Skinner"
Damon-Dance-for-Me (Damon-Dance-for-Me), Ramsay-Snow (Lord-Ramsay), 1175222, "the rooms the fires had touched but lightly. As they climbed; Damon-Dance-for-Me whistled; whilst Skinner boasted that Lord-Ramsay"
Skinner (Skinner), Ramsay-Snow (Lord-Ramsay), 1175222, "the rooms the fires had touched but lightly. As they climbed; Damon-Dance-for-Me whistled; whilst Skinner boasted that Lord-Ramsay"
Eddard-Stark (Lord-Eddard), Theon-Greyjoy (Theon), 1176412, "the gift? Let have a look at Ned-Stark little daughter."  She is no kin to Lord-Eddard; Theon"
Eddard-Stark (Lord-Eddard), Ramsay-Snow (Ramsay), 1176432, "have a look at Ned-Stark little daughter."  She is no kin to Lord-Eddard; Theon almost said. Ramsay"
Theon-Greyjoy (Theon), Ramsay-Snow (Ramsay), 1176432, "have a look at Ned-Stark little daughter."  She is no kin to Lord-Eddard; Theon almost said. Ramsay"
Jeyne-Poole (false-Lady-Arya), Ramsay-Snow (Lord-Ramsay), 1176639, "a doe. “false-Lady-Arya; if you will turn your back; I must needs unlace your gown."  "No." Lord-Ramsay"
Ramsay-Snow (Lord-Ramsay), Theon-Greyjoy (Theon), 1176715, ""No." Lord-Ramsay poured himself a cup of wine. "Laces take too long. Cut it off her."  Theon"
Theon-Greyjoy (Theon), Jeyne-Poole (Jeyne), 1177313, "faint; soft sound. The girl was shaking. Theon had to grab her arm to hold her still. Jeyne"
Ramsay-Snow (Ramsay), Theon-Greyjoy (Reek), 1177530, " Finally the gown fell away; a pale tangle round her feet. "Her smallclothes too;" Ramsay commanded. Reek"
Theon-Greyjoy (Theon), Sansa-Stark (Sansa), 1177792, "girlish; her legs as skinny as a bird. A child. Theon had forgotten how young she was. Sansa"
Sansa-Stark (Sansa), Arya-Stark (Arya), 1177802, "legs as skinny as a bird. A child. Theon had forgotten how young she was. Sansa age. Arya"
Theon-Greyjoy (Theon), Arya-Stark (Arya), 1177802, "legs as skinny as a bird. A child. Theon had forgotten how young she was. Sansa age. Arya"
Arya-Stark (Arya), Jeyne-Poole (Jeyne), 1177890, "Sansa age. Arya would be even younger. Despite the fire in the hearth; the bedchamber was chilly. Jeyne"
Theon-Greyjoy (Reek), Ramsay-Snow (Lord-Ramsay), 1178116, "no and she saw and stopped at once.  "What do you think of her; Reek?" asked Lord-Ramsay"
Ramsay-Snow (Ramsay), Theon-Greyjoy (Reek), 1178460, "beautiful; so ; so beautiful."  Ramsay smiled his wet smile. "Does she make your cock hard; Reek"
Theon-Greyjoy (Theon), Ramsay-Snow (Lord-Ramsay), 1179044, "us see your cunt."  The girl obeyed; wordless. Theon took a step back toward the door. Lord-Ramsay"
Ramsay-Snow (Ramsay), Theon-Greyjoy (Reek), 1179408, "lie?"  "N-no; my lord. I was t-trained."  Ramsay rose; the firelight shining on his face. "Reek"
Doran-Martell (prince-Doran), Areo-Hotah (Areo-Hotah), 1180043, "xx xx xx xx   Let us look upon this head;" his prince-Doran  commanded.  Areo-Hotah"
Ricasso (blind-seneschal), Myles-(Maester) (maester-Myles), 1180384, "different table. He watched the lords and ladies; the serving men; the old blind-seneschal; and the young maester-Myles"
Caleotte (Maester-Caleotte), Balon-Swann (Balon-Swann), 1180874, "what was in that chest.  His slippers whispering against the floor; Maester-Caleotte crossed the hall to Ser-Balon-Swann"
Doran-Martell (Doran-Martell), Arianne-Martell (Arianne), 1181164, "knight and carried it to the dais; where Doran-Martell sat in his rolling chair between his daughter Arianne"
Arianne-Martell (Arianne), Ellaria-Sand (Ellaria), 1181211, "where Doran-Martell sat in his rolling chair between his daughter Arianne and his dead brother beloved paramour; Ellaria"
Caleotte (Maester-Caleotte), Doran-Martell (Prince-Doran), 1181581, "had fallen across the hall. Dorne holds its breath. Maester-Caleotte set the box on the floor beside Prince-Doran"
Doran-Martell (Prince-Doran), Caleotte (Caleotte), 1181609, "the hall. Dorne holds its breath. Maester-Caleotte set the box on the floor beside Prince-Doran chair. The maester-Caleotte"
Ellaria-Sand (Ellaria-Sand), Balon-Swann (Balon-Swann), 1181904, "twins whispered something to the other. Ellaria-Sand had closed her eyes and was murmuring a prayer.  Ser-Balon-Swann"
Balon-Swann (Balon-Swann), Areo-Hotah (captain-of-guards), 1181951, "closed her eyes and was murmuring a prayer.  Ser-Balon-Swann was taut as a drawn bow; the captain-of-guards"
Balon-Swann (Ser-Balon), Doran-Martell (prince-Doran), 1182937, "massive. The bone shone in the candlelight; white as Ser-Balon cloak. "Place it on the pedestal;" the prince-Doran"
Caleotte (Caleotte), Areo-Hotah (Areo-Hotah), 1183168, "than Maester-Caleotte. The fat little maester-Caleotte hopped up on his toes but still could not quite reach. Areo-Hotah"
Areo-Hotah (Areo-Hotah), Obara-Sand (Obara-Sand), 1183213, "his toes but still could not quite reach. Areo-Hotah was about to go and help him; but Obara-Sand"
Caleotte (Caleotte), Gregor-Clegane (Mountain), 1183579, "skull from the maester-Caleotte soft pink hands; she placed it up atop the marble column.  "The Mountain"
Gregor-Clegane (Mountain), Doran-Martell (prince-Doran), 1183612, "pink hands; she placed it up atop the marble column.  "The Mountain rides no more;" the prince-Doran"
Doran-Martell (prince-Doran), Balon-Swann (Ser-Balon), 1183668, " "The Mountain rides no more;" the prince-Doran said; gravely.  "Was his dying long and hard; Ser-Balon"
Gregor-Clegane (Mountain), Balon-Swann (Ser-Balon), 1183668, " "The Mountain rides no more;" the prince-Doran said; gravely.  "Was his dying long and hard; Ser-Balon"
Balon-Swann (Ser-Balon), Tyene-Sand (Tyene-Sand), 1183687, "Mountain rides no more;" the prince-Doran said; gravely.  "Was his dying long and hard; Ser-Balon?" asked Tyene-Sand"
Doran-Martell (prince-Doran), Tyene-Sand (Tyene-Sand), 1183687, "Mountain rides no more;" the prince-Doran said; gravely.  "Was his dying long and hard; Ser-Balon?" asked Tyene-Sand"
Areo-Hotah (Hotah), Nymeria-Sand (Nymeria-Sand), 1184212, "So immodest was her garb that the white knight seemed uncomfortable looking at her; but Hotah approved. Nymeria-Sand"
Balon-Swann (Balon-Swann), Gregor-Clegane (Ser-Gregor), 1184486, "to suffer; it was him."  "That is as it may be; my lady;" said Balon-Swann; "but Ser-Gregor"
Sybell-Spicer (Lady), Tyene-Sand (Tyene), 1184598, "should die with sword in hand. Poison is a foul and filthy way to kill."  Lady Tyene"
Areo-Hotah (Areo-Hotah), Obara-Sand (Obara), 1184836, "her the most chaste of maids. Areo-Hotah knew better. Her soft; pale hands were as deadly as Obara"
Doran-Martell (Prince-Doran), Balon-Swann (Ser-Balon), 1184985, "watched her carefully; alert to every little flutter of her fingers.  Prince-Doran frowned. "That is so; Ser-Balon"
Balon-Swann (Ser-Balon), Nymeria-Sand (Lady-Nym), 1185003, "alert to every little flutter of her fingers.  Prince-Doran frowned. "That is so; Ser-Balon; but the Lady-Nym"
Doran-Martell (Prince-Doran), Nymeria-Sand (Lady-Nym), 1185003, "alert to every little flutter of her fingers.  Prince-Doran frowned. "That is so; Ser-Balon; but the Lady-Nym"
Nymeria-Sand (Lady-Nym), Gregor-Clegane (Gregor-Clegane), 1185076, "so; Ser-Balon; but the Lady-Nym is right. If ever a man deserved to die screaming; it was Gregor-Clegane"
Doran-Martell (prince-Doran), Ricasso (Ricasso), 1185468, "the truth of their boast and paid this old blood debt."  The prince-Doran left it to Ricasso"
Areo-Hotah (captain-Areo), Doran-Martell (prince-Doran), 1185975, "as vengeance. The captain-Areo did not drink of it. He never drank at feasts. Nor did the prince-Doran"
Doran-Martell (prince-Doran), Myles-(Maester) (Maester-Myles), 1186039, "never drank at feasts. Nor did the prince-Doran himself partake. He had his own wine; prepared by Maester-Myles"
Arianne-Martell (Princess-Arianne), Myria-Jordayne (Lady-Jordayne), 1186232, " The white knight did drink; as was only courteous. His companions likewise. So did the Princess-Arianne; Lady-Jordayne"
Arianne-Martell (Princess-Arianne), Deziel-Dalt (Knight-of-Lemonwood), 1186280, "as was only courteous. His companions likewise. So did the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood"
Myria-Jordayne (Lady-Jordayne), Deziel-Dalt (Knight-of-Lemonwood), 1186280, "as was only courteous. His companions likewise. So did the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood"
Arianne-Martell (Princess-Arianne), Sybell-Spicer (Lady), 1186290, "only courteous. His companions likewise. So did the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady"
Deziel-Dalt (Knight-of-Lemonwood), Sybell-Spicer (Lady), 1186290, "only courteous. His companions likewise. So did the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady"
Arianne-Martell (Princess-Arianne), Ellaria-Sand (Ellaria-Sand), 1186324, "did the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady of Ghost Hill ; even Ellaria-Sand"
Deziel-Dalt (Knight-of-Lemonwood), Ellaria-Sand (Ellaria-Sand), 1186324, "did the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady of Ghost Hill ; even Ellaria-Sand"
Myria-Jordayne (Lady-Jordayne), Ellaria-Sand (Ellaria-Sand), 1186324, "did the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady of Ghost Hill ; even Ellaria-Sand"
Sybell-Spicer (Lady), Ellaria-Sand (Ellaria-Sand), 1186324, "did the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady of Ghost Hill ; even Ellaria-Sand"
Arianne-Martell (Princess-Arianne), Oberyn-Martell (Prince-Oberyn), 1186339, "the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady of Ghost Hill ; even Ellaria-Sand; Prince-Oberyn"
Deziel-Dalt (Knight-of-Lemonwood), Oberyn-Martell (Prince-Oberyn), 1186339, "the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady of Ghost Hill ; even Ellaria-Sand; Prince-Oberyn"
Ellaria-Sand (Ellaria-Sand), Oberyn-Martell (Prince-Oberyn), 1186339, "the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady of Ghost Hill ; even Ellaria-Sand; Prince-Oberyn"
Myria-Jordayne (Lady-Jordayne), Oberyn-Martell (Prince-Oberyn), 1186339, "the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady of Ghost Hill ; even Ellaria-Sand; Prince-Oberyn"
Sybell-Spicer (Lady), Oberyn-Martell (Prince-Oberyn), 1186339, "the Princess-Arianne; Lady-Jordayne; the Lord of Godsgrace; the Knight-of-Lemonwood; the Lady of Ghost Hill ; even Ellaria-Sand; Prince-Oberyn"
Ellaria-Sand (Ellaria-Sand), Areo-Hotah (Hotah), 1186415, "; even Ellaria-Sand; Prince-Oberyn beloved paramour; who had been with him in King Landing when he died. Hotah"
Oberyn-Martell (Prince-Oberyn), Areo-Hotah (Hotah), 1186415, "; even Ellaria-Sand; Prince-Oberyn beloved paramour; who had been with him in King Landing when he died. Hotah"
Areo-Hotah (Hotah), Daemon-Sand (Daemon-Sand), 1186474, "in King Landing when he died. Hotah paid more note to those who did not drink: Ser Daemon-Sand"
Areo-Hotah (Hotah), Tremond-Gargalen (Lord-Tremond-Gargalen), 1186497, "King Landing when he died. Hotah paid more note to those who did not drink: Ser Daemon-Sand; Lord-Tremond-Gargalen"
Daemon-Sand (Daemon-Sand), Tremond-Gargalen (Lord-Tremond-Gargalen), 1186497, "King Landing when he died. Hotah paid more note to those who did not drink: Ser Daemon-Sand; Lord-Tremond-Gargalen"
Daemon-Sand (Daemon-Sand), Dagos-Manwoody (Dagos-Manwoody), 1186531, "died. Hotah paid more note to those who did not drink: Ser Daemon-Sand; Lord-Tremond-Gargalen; the Fowler twins; Dagos-Manwoody"
Tremond-Gargalen (Lord-Tremond-Gargalen), Dagos-Manwoody (Dagos-Manwoody), 1186531, "died. Hotah paid more note to those who did not drink: Ser Daemon-Sand; Lord-Tremond-Gargalen; the Fowler twins; Dagos-Manwoody"
Doran-Martell (prince-Doran), Oberyn-Martell (Oberyn), 1186970, "Throne.  Chief amongst those were the Sand Snakes; the bastard daughters of the prince-Doran late brother Oberyn"
Oberyn-Martell (Red-Viper), Doran-Martell (Doran-Martell), 1187033, "bastard daughters of the prince-Doran late brother Oberyn; the Red-Viper; three of whom were at the feast. Doran-Martell"
Doran-Martell (Doran-Martell), Areo-Hotah (captain-of-guards), 1187110, "at the feast. Doran-Martell was the wisest of princes; and it was not the place of his captain-of-guards"
Areo-Hotah (Areo-Hotah), Obara-Sand (Obara), 1187209, "captain-of-guards to question his decisions; but Areo-Hotah did wonder why he had chosen to release the ladies Obara"
Areo-Hotah (Areo-Hotah), Nymeria-Sand (Nymeria-Sand), 1187223, "to question his decisions; but Areo-Hotah did wonder why he had chosen to release the ladies Obara; Nymeria-Sand"
Obara-Sand (Obara), Nymeria-Sand (Nymeria-Sand), 1187223, "to question his decisions; but Areo-Hotah did wonder why he had chosen to release the ladies Obara; Nymeria-Sand"
Areo-Hotah (Areo-Hotah), Tyene-Sand (Tyene), 1187234, "his decisions; but Areo-Hotah did wonder why he had chosen to release the ladies Obara; Nymeria-Sand; and Tyene"
Nymeria-Sand (Nymeria-Sand), Tyene-Sand (Tyene), 1187234, "his decisions; but Areo-Hotah did wonder why he had chosen to release the ladies Obara; Nymeria-Sand; and Tyene"
Obara-Sand (Obara), Tyene-Sand (Tyene), 1187234, "his decisions; but Areo-Hotah did wonder why he had chosen to release the ladies Obara; Nymeria-Sand; and Tyene"
Nymeria-Sand (Nymeria-Sand), Ricasso (Ricasso), 1187302, "the ladies Obara; Nymeria-Sand; and Tyene from their lonely cells in the Spear Tower.  Tyene declined Ricasso"
Obara-Sand (Obara), Ricasso (Ricasso), 1187302, "the ladies Obara; Nymeria-Sand; and Tyene from their lonely cells in the Spear Tower.  Tyene declined Ricasso"
Tyene-Sand (Tyene), Ricasso (Ricasso), 1187302, "the ladies Obara; Nymeria-Sand; and Tyene from their lonely cells in the Spear Tower.  Tyene declined Ricasso"
Ricasso (Ricasso), Nymeria-Sand (Lady-Nym), 1187335, "from their lonely cells in the Spear Tower.  Tyene declined Ricasso toast with a murmur and Lady-Nym"
Tyene-Sand (Tyene), Nymeria-Sand (Lady-Nym), 1187335, "from their lonely cells in the Spear Tower.  Tyene declined Ricasso toast with a murmur and Lady-Nym"
Nymeria-Sand (Lady-Nym), Obara-Sand (Obara), 1187365, "Tower.  Tyene declined Ricasso toast with a murmur and Lady-Nym with a flick of a hand. Obara"
Ricasso (Ricasso), Obara-Sand (Obara), 1187365, "Tower.  Tyene declined Ricasso toast with a murmur and Lady-Nym with a flick of a hand. Obara"
Tyene-Sand (Tyene), Obara-Sand (Obara), 1187365, "Tower.  Tyene declined Ricasso toast with a murmur and Lady-Nym with a flick of a hand. Obara"
Obara-Sand (Obara), Arianne-Martell (Princess-Arianne), 1187560, "a serving girl knelt to wipe up the spilled wine; Obara left the hall. After a moment Princess-Arianne"
Arianne-Martell (Princess-Arianne), Obara-Sand (Obara), 1187602, "the spilled wine; Obara left the hall. After a moment Princess-Arianne excused herself and went after her. Obara"
Obara-Sand (Obara), Arianne-Martell (princess-Arianne), 1187659, "moment Princess-Arianne excused herself and went after her. Obara would never turn her rage on the little princess-Arianne"
Arianne-Martell (princess-Arianne), Areo-Hotah (Hotah), 1187666, "Princess-Arianne excused herself and went after her. Obara would never turn her rage on the little princess-Arianne; Hotah"
Obara-Sand (Obara), Areo-Hotah (Hotah), 1187666, "Princess-Arianne excused herself and went after her. Obara would never turn her rage on the little princess-Arianne; Hotah"
