char 1, char2, index, text
Barristan-Selmy (Ser-Barristan), Varys (Varys), 996826, "he shook. "Which squire?"  "The elder;" said Ser-Barristan. "Lancel."  "I know the lad well;" said Varys"
Lancel-Lannister (Lancel), Varys (Varys), 996826, "he shook. "Which squire?"  "The elder;" said Ser-Barristan. "Lancel."  "I know the lad well;" said Varys"
Barristan-Selmy (Ser-Barristan), Kevan-Lannister (Ser-Kevan-Lannister), 996864, " "The elder;" said Ser-Barristan. "Lancel."  "I know the lad well;" said Varys. "A stalwart boy; Ser-Kevan-Lannister"
Lancel-Lannister (Lancel), Kevan-Lannister (Ser-Kevan-Lannister), 996864, " "The elder;" said Ser-Barristan. "Lancel."  "I know the lad well;" said Varys. "A stalwart boy; Ser-Kevan-Lannister"
Varys (Varys), Kevan-Lannister (Ser-Kevan-Lannister), 996864, " "The elder;" said Ser-Barristan. "Lancel."  "I know the lad well;" said Varys. "A stalwart boy; Ser-Kevan-Lannister"
Kevan-Lannister (Ser-Kevan-Lannister), Tywin-Lannister (Lord-Tywin), 996890, "Ser-Barristan. "Lancel."  "I know the lad well;" said Varys. "A stalwart boy; Ser-Kevan-Lannister son; nephew to Lord-Tywin"
Lancel-Lannister (Lancel), Tywin-Lannister (Lord-Tywin), 996890, "Ser-Barristan. "Lancel."  "I know the lad well;" said Varys. "A stalwart boy; Ser-Kevan-Lannister son; nephew to Lord-Tywin"
Varys (Varys), Tywin-Lannister (Lord-Tywin), 996890, "Ser-Barristan. "Lancel."  "I know the lad well;" said Varys. "A stalwart boy; Ser-Kevan-Lannister son; nephew to Lord-Tywin"
Kevan-Lannister (Ser-Kevan-Lannister), Cersei-Lannister (the-queen), 996914, "know the lad well;" said Varys. "A stalwart boy; Ser-Kevan-Lannister son; nephew to Lord-Tywin and cousin to the-queen"
Tywin-Lannister (Lord-Tywin), Cersei-Lannister (the-queen), 996914, "know the lad well;" said Varys. "A stalwart boy; Ser-Kevan-Lannister son; nephew to Lord-Tywin and cousin to the-queen"
Varys (Varys), Cersei-Lannister (the-queen), 996914, "know the lad well;" said Varys. "A stalwart boy; Ser-Kevan-Lannister son; nephew to Lord-Tywin and cousin to the-queen"
Varys (Varys), Eddard-Stark (Ned), 997092, "the innocence of their youth; how well do I remember."  Certainly Varys had once been young. Ned"
Eddard-Stark (Ned), Robert-Baratheon (Robert), 997162, "Certainly Varys had once been young. Ned doubted that he had ever been innocent. "You mention children. Robert"
Robert-Baratheon (Robert), Daenerys-Targaryen (Daenerys-Targaryen), 997214, "doubted that he had ever been innocent. "You mention children. Robert had a change of heart concerning Daenerys-Targaryen"
Daenerys-Targaryen (Daenerys-Targaryen), Varys (Varys), 997292, "change of heart concerning Daenerys-Targaryen. Whatever arrangements you made; I want unmade. At once."  "Alas;" said Varys"
Cayn (Cayn), Tomard (Tomard), 997536, "the steps; his soft-soled slippers whispering against the stone as he made his descent.  Cayn and Tomard"
Cayn (Cayn), Eddard-Stark (Ned), 997553, "soft-soled slippers whispering against the stone as he made his descent.  Cayn and Tomard were helping Ned"
Tomard (Tomard), Eddard-Stark (Ned), 997553, "soft-soled slippers whispering against the stone as he made his descent.  Cayn and Tomard were helping Ned"
Cayn (Cayn), Renly-Baratheon (Lord-Renly), 997587, "stone as he made his descent.  Cayn and Tomard were helping Ned across the bridge when Lord-Renly"
Eddard-Stark (Ned), Renly-Baratheon (Lord-Renly), 997587, "stone as he made his descent.  Cayn and Tomard were helping Ned across the bridge when Lord-Renly"
Tomard (Tomard), Renly-Baratheon (Lord-Renly), 997587, "stone as he made his descent.  Cayn and Tomard were helping Ned across the bridge when Lord-Renly"
Cayn (Cayn), Maegor-I-Targaryen (Maegor), 997607, "made his descent.  Cayn and Tomard were helping Ned across the bridge when Lord-Renly emerged from Maegor"
Eddard-Stark (Ned), Maegor-I-Targaryen (Maegor), 997607, "made his descent.  Cayn and Tomard were helping Ned across the bridge when Lord-Renly emerged from Maegor"
Renly-Baratheon (Lord-Renly), Maegor-I-Targaryen (Maegor), 997607, "made his descent.  Cayn and Tomard were helping Ned across the bridge when Lord-Renly emerged from Maegor"
Tomard (Tomard), Maegor-I-Targaryen (Maegor), 997607, "made his descent.  Cayn and Tomard were helping Ned across the bridge when Lord-Renly emerged from Maegor"
Maegor-I-Targaryen (Maegor), Eddard-Stark (Lord-Eddard), 997630, "descent.  Cayn and Tomard were helping Ned across the bridge when Lord-Renly emerged from Maegor Holdfast. "Lord-Eddard"
Renly-Baratheon (Lord-Renly), Eddard-Stark (Lord-Eddard), 997630, "descent.  Cayn and Tomard were helping Ned across the bridge when Lord-Renly emerged from Maegor Holdfast. "Lord-Eddard"
Eddard-Stark (Ned), Renly-Baratheon (Renly), 997726, "after Ned; "a moment; if you would be so kind."  Ned stopped. "As you wish."  Renly"
Eddard-Stark (Ned), Tomard (Tomard), 997924, "beneath them. Moonlight silvered the cruel edges of the spikes that lined its bed.  Ned gestured. Tomard"
Eddard-Stark (Ned), Cayn (Cayn), 997933, "Moonlight silvered the cruel edges of the spikes that lined its bed.  Ned gestured. Tomard and Cayn"
Tomard (Tomard), Cayn (Cayn), 997933, "Moonlight silvered the cruel edges of the spikes that lined its bed.  Ned gestured. Tomard and Cayn"
Cayn (Cayn), Renly-Baratheon (Lord-Renly), 997992, "that lined its bed.  Ned gestured. Tomard and Cayn bowed their heads and backed away respectfully. Lord-Renly"
Eddard-Stark (Ned), Renly-Baratheon (Lord-Renly), 997992, "that lined its bed.  Ned gestured. Tomard and Cayn bowed their heads and backed away respectfully. Lord-Renly"
Tomard (Tomard), Renly-Baratheon (Lord-Renly), 997992, "that lined its bed.  Ned gestured. Tomard and Cayn bowed their heads and backed away respectfully. Lord-Renly"
Cayn (Cayn), Boros-Blount (Ser-Boros), 998020, " Ned gestured. Tomard and Cayn bowed their heads and backed away respectfully. Lord-Renly glanced warily at Ser-Boros"
Renly-Baratheon (Lord-Renly), Boros-Blount (Ser-Boros), 998020, " Ned gestured. Tomard and Cayn bowed their heads and backed away respectfully. Lord-Renly glanced warily at Ser-Boros"
Tomard (Tomard), Boros-Blount (Ser-Boros), 998020, " Ned gestured. Tomard and Cayn bowed their heads and backed away respectfully. Lord-Renly glanced warily at Ser-Boros"
Boros-Blount (Ser-Boros), Preston-Greenfield (Ser-Preston), 998063, "and backed away respectfully. Lord-Renly glanced warily at Ser-Boros on the far end of the span; at Ser-Preston"
Renly-Baratheon (Lord-Renly), Preston-Greenfield (Ser-Preston), 998063, "and backed away respectfully. Lord-Renly glanced warily at Ser-Boros on the far end of the span; at Ser-Preston"
Renly-Baratheon (Renly), Boros-Blount (Ser-Boros), 998496, "with a hundred swords; my lord?"  "Strike! Now; while the castle sleeps." Renly looked back at Ser-Boros"
Boros-Blount (Ser-Boros), Joffrey-Baratheon (Joffrey), 998567, "Renly looked back at Ser-Boros again and dropped his voice to an urgent whisper. "We must get Joffrey"
Robert-Baratheon (the-king), Myrcella-Baratheon (Myrcella), 998698, "take him in hand. Protector or no; the man who holds the-king holds the-kingdom. We should seize Myrcella"
Myrcella-Baratheon (Myrcella), Tommen-Baratheon (Tommen), 998709, "in hand. Protector or no; the man who holds the-king holds the-kingdom. We should seize Myrcella and Tommen"
Robert-Baratheon (the-king), Tommen-Baratheon (Tommen), 998709, "in hand. Protector or no; the man who holds the-king holds the-kingdom. We should seize Myrcella and Tommen"
Myrcella-Baratheon (Myrcella), Cersei-Lannister (Cersei), 998752, "holds the-king holds the-kingdom. We should seize Myrcella and Tommen as well. Once we have her children; Cersei"
Tommen-Baratheon (Tommen), Cersei-Lannister (Cersei), 998752, "holds the-king holds the-kingdom. We should seize Myrcella and Tommen as well. Once we have her children; Cersei"
Joffrey-Baratheon (Joffrey), Eddard-Stark (Ned), 998858, "dare oppose us. The council will confirm you as Lord Protector and make Joffrey your ward."  Ned"
Eddard-Stark (Ned), Robert-Baratheon (Robert), 998887, "council will confirm you as Lord Protector and make Joffrey your ward."  Ned regarded him coldly. "Robert"
Joffrey-Baratheon (Joffrey), Robert-Baratheon (Robert), 998887, "council will confirm you as Lord Protector and make Joffrey your ward."  Ned regarded him coldly. "Robert"
Renly-Baratheon (Lord-Renly), Cersei-Lannister (Cersei), 999249, "their beds."  Lord-Renly took a step back; taut as a bowstring. "Every moment you delay gives Cersei"
Cersei-Lannister (Cersei), Robert-Baratheon (Robert), 999295, "taut as a bowstring. "Every moment you delay gives Cersei another moment to prepare. By the time Robert"
Robert-Baratheon (Robert), Renly-Baratheon (Renly), 999425, "us."  "Then we should pray that Robert does not die."  "Small chance of that;" said Renly"
Cersei-Lannister (Cersei), Renly-Baratheon (Renly), 1000084, "yet ;  if Cersei elected to fight rather than flee; he might well have need of Renly"
Renly-Baratheon (Renly), Petyr-Baelish (Littlefinger), 1000140, "than flee; he might well have need of Renly hundred swords; and more besides.  "I want Littlefinger"
Petyr-Baelish (Littlefinger), Cayn (Cayn), 1000155, "might well have need of Renly hundred swords; and more besides.  "I want Littlefinger;" he told Cayn"
Renly-Baratheon (Renly), Cayn (Cayn), 1000155, "might well have need of Renly hundred swords; and more besides.  "I want Littlefinger;" he told Cayn"
Cayn (Cayn), Eddard-Stark (Ned), 1000367, "find him. Bring him to me before break of day." Cayn bowed and took his leave; and Ned"
Cayn (Cayn), Tomard (Tomard), 1000384, "him to me before break of day." Cayn bowed and took his leave; and Ned turned to Tomard"
Eddard-Stark (Ned), Tomard (Tomard), 1000384, "him to me before break of day." Cayn bowed and took his leave; and Ned turned to Tomard"
Porther (Porther), Eddard-Stark (Ned), 1000531, "you chosen the escort?"  "Ten men; with Porther in command."  "Twenty; and you will command;" Ned"
Eddard-Stark (Ned), Porther (Porther), 1000545, "the escort?"  "Ten men; with Porther in command."  "Twenty; and you will command;" Ned said. Porther"
Stannis-Baratheon (Lord-Stannis), Tomard (Tomard), 1001361, "his guard; nor his lady wife; but only Lord-Stannis himself."  "As you command; mlord."  When Tomard"
Stannis-Baratheon (Lord-Stannis), Eddard-Stark (Lord-Eddard-Stark), 1001393, "lady wife; but only Lord-Stannis himself."  "As you command; mlord."  When Tomard had left him; Lord-Eddard-Stark"
Tomard (Tomard), Eddard-Stark (Lord-Eddard-Stark), 1001393, "lady wife; but only Lord-Stannis himself."  "As you command; mlord."  When Tomard had left him; Lord-Eddard-Stark"
Robert-Baratheon (Robert-Baratheon), Eddard-Stark (Eddard-Stark), 1001725, "life of Robert-Baratheon; who had been more than a brother to him. Men would whisper afterward that Eddard-Stark"
Robert-Baratheon (Robert), Eddard-Stark (Ned), 1001916, "better; and that Robert would learn the truth of it in the land beyond the grave.  Ned"
Eddard-Stark (Ned), Robert-Baratheon (the-king), 1001934, "Robert would learn the truth of it in the land beyond the grave.  Ned took out the-king"
Tywin-Lannister (Lord-Tywin), Jaime-Lannister (Ser-Jaime), 1002523, "seemed to writhe and twist on the paper as his hand trailed to a stop. Lord-Tywin and Ser-Jaime"
Stannis-Baratheon (Lord-Stannis), Jon-Arryn (JonArryn), 1002659, "disgrace meekly; they would fight rather than flee. No doubt Lord-Stannis was wary; after the murder of JonArryn"
Bran-Stark (Bran), Robb-Stark (Robb), 1003274, "wan smile to his face. He wanted to hear Bran laughter once more; to go hawking with Robb"
Bran-Stark (Bran), Rickon-Stark (Rickon), 1003291, "his face. He wanted to hear Bran laughter once more; to go hawking with Robb; to watch Rickon"
Robb-Stark (Robb), Rickon-Stark (Rickon), 1003291, "his face. He wanted to hear Bran laughter once more; to go hawking with Robb; to watch Rickon"
Catelyn-Stark (Catelyn), Cayn (Cayn), 1003419, "a dreamless sleep in his own bed with his arms wrapped tight around his lady; Catelyn.  Cayn"
Cayn (Cayn), Desmond (Desmond), 1003503, "Catelyn.  Cayn returned as he was pressing the direwolf seal down into the soft white wax. Desmond"
Desmond (Desmond), Petyr-Baelish (Littlefinger), 1003547, "pressing the direwolf seal down into the soft white wax. Desmond was with him; and between them Littlefinger"
Desmond (Desmond), Eddard-Stark (Ned), 1003552, "the direwolf seal down into the soft white wax. Desmond was with him; and between them Littlefinger. Ned"
Petyr-Baelish (Littlefinger), Eddard-Stark (Ned), 1003552, "the direwolf seal down into the soft white wax. Desmond was with him; and between them Littlefinger. Ned"
Eddard-Stark (Ned), Petyr-Baelish (Lord-Petyr), 1003603, "Desmond was with him; and between them Littlefinger. Ned thanked his guards and sent them away.  Lord-Petyr"
Eddard-Stark (Ned), Robert-Baratheon (The-king), 1003798, "with mockingbirds. "I suppose congratulations are in order;" he said as he seated himself.  Ned scowled. "The-king"
Eddard-Stark (Ned), Petyr-Baelish (Littlefinger), 1003855, "as he seated himself.  Ned scowled. "The-king lies wounded and near to death."  "I know;" Littlefinger"
Robert-Baratheon (The-king), Petyr-Baelish (Littlefinger), 1003855, "as he seated himself.  Ned scowled. "The-king lies wounded and near to death."  "I know;" Littlefinger"
Petyr-Baelish (Littlefinger), Robert-Baratheon (Robert), 1003886, "scowled. "The-king lies wounded and near to death."  "I know;" Littlefinger said. "I also know that Robert"
Petyr-Baelish (Littlefinger), Eddard-Stark (Ned), 1003930, ""I know;" Littlefinger said. "I also know that Robert has named you Protector of the Realm."  Ned"
Robert-Baratheon (Robert), Eddard-Stark (Ned), 1003930, ""I know;" Littlefinger said. "I also know that Robert has named you Protector of the Realm."  Ned"
Eddard-Stark (Ned), Robert-Baratheon (the-king), 1003955, ""I also know that Robert has named you Protector of the Realm."  Ned eyes flicked to the-king"
Varys (Varys), Petyr-Baelish (Littlefinger), 1004084, "its seal unbroken. "And how is it you know that; my lord?"  "Varys hinted as much;" Littlefinger"
Petyr-Baelish (Littlefinger), Eddard-Stark (Ned), 1004129, "that; my lord?"  "Varys hinted as much;" Littlefinger said; "and you have just confirmed it."  Ned"
Varys (Varys), Eddard-Stark (Ned), 1004129, "that; my lord?"  "Varys hinted as much;" Littlefinger said; "and you have just confirmed it."  Ned"
Eddard-Stark (Ned), Varys (Varys), 1004165, "as much;" Littlefinger said; "and you have just confirmed it."  Ned mouth twisted in anger. "Damn Varys"
Petyr-Baelish (Littlefinger), Varys (Varys), 1004165, "as much;" Littlefinger said; "and you have just confirmed it."  Ned mouth twisted in anger. "Damn Varys"
Eddard-Stark (Ned), Catelyn-Stark (Catelyn), 1004195, "you have just confirmed it."  Ned mouth twisted in anger. "Damn Varys and his little birds. Catelyn"
Varys (Varys), Catelyn-Stark (Catelyn), 1004195, "you have just confirmed it."  Ned mouth twisted in anger. "Damn Varys and his little birds. Catelyn"
Varys (eunuch), Eddard-Stark (Ned), 1004413, "you did not drag me here in the black of night to discuss the eunuch."  "No;" Ned"
Eddard-Stark (Ned), Jon-Arryn (JonArryn), 1004451, "in the black of night to discuss the eunuch."  "No;" Ned admitted. "I know the secret JonArryn"
Varys (eunuch), Jon-Arryn (JonArryn), 1004451, "in the black of night to discuss the eunuch."  "No;" Ned admitted. "I know the secret JonArryn"
Eddard-Stark (Ned), Robert-Baratheon (Robert), 1004483, "to discuss the eunuch."  "No;" Ned admitted. "I know the secret JonArryn was murdered to protect. Robert"
Jon-Arryn (JonArryn), Robert-Baratheon (Robert), 1004483, "to discuss the eunuch."  "No;" Ned admitted. "I know the secret JonArryn was murdered to protect. Robert"
Varys (eunuch), Robert-Baratheon (Robert), 1004483, "to discuss the eunuch."  "No;" Ned admitted. "I know the secret JonArryn was murdered to protect. Robert"
Jon-Arryn (JonArryn), Joffrey-Baratheon (Joffrey), 1004530, ""I know the secret JonArryn was murdered to protect. Robert will leave no trueborn son behind him. Joffrey"
Robert-Baratheon (Robert), Joffrey-Baratheon (Joffrey), 1004530, ""I know the secret JonArryn was murdered to protect. Robert will leave no trueborn son behind him. Joffrey"
Joffrey-Baratheon (Joffrey), Tommen-Baratheon (Tommen), 1004541, "the secret JonArryn was murdered to protect. Robert will leave no trueborn son behind him. Joffrey and Tommen"
Jon-Arryn (JonArryn), Tommen-Baratheon (Tommen), 1004541, "the secret JonArryn was murdered to protect. Robert will leave no trueborn son behind him. Joffrey and Tommen"
Robert-Baratheon (Robert), Tommen-Baratheon (Tommen), 1004541, "the secret JonArryn was murdered to protect. Robert will leave no trueborn son behind him. Joffrey and Tommen"
Joffrey-Baratheon (Joffrey), Jaime-Lannister (Jaime-Lannister), 1004561, "JonArryn was murdered to protect. Robert will leave no trueborn son behind him. Joffrey and Tommen are Jaime-Lannister"
Robert-Baratheon (Robert), Jaime-Lannister (Jaime-Lannister), 1004561, "JonArryn was murdered to protect. Robert will leave no trueborn son behind him. Joffrey and Tommen are Jaime-Lannister"
Tommen-Baratheon (Tommen), Jaime-Lannister (Jaime-Lannister), 1004561, "JonArryn was murdered to protect. Robert will leave no trueborn son behind him. Joffrey and Tommen are Jaime-Lannister"
Jaime-Lannister (Jaime-Lannister), Cersei-Lannister (the-queen), 1004615, "no trueborn son behind him. Joffrey and Tommen are Jaime-Lannister bastards; born of his incestuous union with the-queen"
Joffrey-Baratheon (Joffrey), Cersei-Lannister (the-queen), 1004615, "no trueborn son behind him. Joffrey and Tommen are Jaime-Lannister bastards; born of his incestuous union with the-queen"
Tommen-Baratheon (Tommen), Cersei-Lannister (the-queen), 1004615, "no trueborn son behind him. Joffrey and Tommen are Jaime-Lannister bastards; born of his incestuous union with the-queen"
Cersei-Lannister (the-queen), Petyr-Baelish (Littlefinger), 1004631, "son behind him. Joffrey and Tommen are Jaime-Lannister bastards; born of his incestuous union with the-queen."  Littlefinger"
Jaime-Lannister (Jaime-Lannister), Petyr-Baelish (Littlefinger), 1004631, "son behind him. Joffrey and Tommen are Jaime-Lannister bastards; born of his incestuous union with the-queen."  Littlefinger"
Joffrey-Baratheon (Joffrey), Petyr-Baelish (Littlefinger), 1004631, "son behind him. Joffrey and Tommen are Jaime-Lannister bastards; born of his incestuous union with the-queen."  Littlefinger"
Tommen-Baratheon (Tommen), Petyr-Baelish (Littlefinger), 1004631, "son behind him. Joffrey and Tommen are Jaime-Lannister bastards; born of his incestuous union with the-queen."  Littlefinger"
Robert-Baratheon (the-king), Stannis-Baratheon (Lord-Stannis), 1004823, "as well? No doubt. So when the-king dies ; "  "The throne by rights passes to Lord-Stannis"
Stannis-Baratheon (Lord-Stannis), Robert-Baratheon (Robert), 1004844, "So when the-king dies ; "  "The throne by rights passes to Lord-Stannis; the elder of Robert"
Robert-Baratheon (Robert), Petyr-Baelish (Lord-Petyr), 1004871, "; "  "The throne by rights passes to Lord-Stannis; the elder of Robert two brothers."  Lord-Petyr"
Stannis-Baratheon (Lord-Stannis), Petyr-Baelish (Lord-Petyr), 1004871, "; "  "The throne by rights passes to Lord-Stannis; the elder of Robert two brothers."  Lord-Petyr"
Stannis-Baratheon (Stannis), Joffrey-Baratheon (Joffrey), 1005145, "change that."  "Stannis cannot take the throne without your help. If youre wise; youll make certain Joffrey"
Joffrey-Baratheon (Joffrey), Eddard-Stark (Ned), 1005161, ""Stannis cannot take the throne without your help. If youre wise; youll make certain Joffrey succeeds."  Ned"
Petyr-Baelish (Littlefinger), Stannis-Baratheon (Stannis), 1005295, ""Have you no shred of honor?"  "Oh; a shred; surely;" Littlefinger replied negligently. "Hear me out. Stannis"
Stannis-Baratheon (Stannis), Cersei-Lannister (Cersei), 1005635, "you for it. And his ascent will mean war. Stannis cannot rest easy on the throne until Cersei"
Cersei-Lannister (Cersei), Tywin-Lannister (Lord-Tywin), 1005686, "Stannis cannot rest easy on the throne until Cersei and her bastards are dead. Do you think Lord-Tywin"
Robert-Baratheon (Robert), Aerys-II-Targaryen (King-Aerys), 1005848, "Casterly Rock will rise; and not alone. Robert found it in him to pardon men who served King-Aerys"
Aerys-II-Targaryen (King-Aerys), Stannis-Baratheon (Stannis), 1005889, "found it in him to pardon men who served King-Aerys; so long as they did him fealty. Stannis"
Mace-Tyrell (Lord-Tyrell), Paxter-Redwyne (Lord-Redwyne), 1006002, "less forgiving. He will not have forgotten the siege of Storm End; and the Lords Lord-Tyrell and Lord-Redwyne"
Paxter-Redwyne (Lord-Redwyne), Balon-Greyjoy (Balon-Greyjoy), 1006086, "Lords Lord-Tyrell and Lord-Redwyne dare not. Every man who fought beneath the dragon banner or rose with Balon-Greyjoy"
Balon-Greyjoy (Balon-Greyjoy), Stannis-Baratheon (Stannis), 1006129, "who fought beneath the dragon banner or rose with Balon-Greyjoy will have good cause to fear. Seat Stannis"
Joffrey-Baratheon (Joffrey), Robert-Baratheon (Robert), 1006265, "will bleed.  "Now look at the other side of the coin. Joffrey is but twelve; and Robert"
Joffrey-Baratheon (Joffrey), Eddard-Stark (HandoftheKing), 1006322, "the coin. Joffrey is but twelve; and Robert gave you the regency; my lord. You are the HandoftheKing"
Robert-Baratheon (Robert), Eddard-Stark (HandoftheKing), 1006322, "the coin. Joffrey is but twelve; and Robert gave you the regency; my lord. You are the HandoftheKing"
Tyrion-Lannister (Imp), Joffrey-Baratheon (Joffrey), 1006490, "do is reach out and take it. Make your peace with the Lannisters. Release the Imp. Wed Joffrey"
Joffrey-Baratheon (Joffrey), Sansa-Stark (Sansa), 1006504, "out and take it. Make your peace with the Lannisters. Release the Imp. Wed Joffrey to your Sansa"
Tyrion-Lannister (Imp), Sansa-Stark (Sansa), 1006504, "out and take it. Make your peace with the Lannisters. Release the Imp. Wed Joffrey to your Sansa"
Joffrey-Baratheon (Joffrey), Tommen-Baratheon (Prince-Tommen), 1006544, "peace with the Lannisters. Release the Imp. Wed Joffrey to your Sansa. Wed your younger girl to Prince-Tommen"
Sansa-Stark (Sansa), Tommen-Baratheon (Prince-Tommen), 1006544, "peace with the Lannisters. Release the Imp. Wed Joffrey to your Sansa. Wed your younger girl to Prince-Tommen"
Tyrion-Lannister (Imp), Tommen-Baratheon (Prince-Tommen), 1006544, "peace with the Lannisters. Release the Imp. Wed Joffrey to your Sansa. Wed your younger girl to Prince-Tommen"
Joffrey-Baratheon (Joffrey), Myrcella-Baratheon (Myrcella), 1006571, "the Imp. Wed Joffrey to your Sansa. Wed your younger girl to Prince-Tommen; and your heir to Myrcella"
Sansa-Stark (Sansa), Myrcella-Baratheon (Myrcella), 1006571, "the Imp. Wed Joffrey to your Sansa. Wed your younger girl to Prince-Tommen; and your heir to Myrcella"
Tommen-Baratheon (Prince-Tommen), Myrcella-Baratheon (Myrcella), 1006571, "the Imp. Wed Joffrey to your Sansa. Wed your younger girl to Prince-Tommen; and your heir to Myrcella"
Myrcella-Baratheon (Myrcella), Joffrey-Baratheon (Joffrey), 1006609, "Wed your younger girl to Prince-Tommen; and your heir to Myrcella. It will be four years before Joffrey"
Tommen-Baratheon (Prince-Tommen), Joffrey-Baratheon (Joffrey), 1006609, "Wed your younger girl to Prince-Tommen; and your heir to Myrcella. It will be four years before Joffrey"
Stannis-Baratheon (Lord-Stannis), Joffrey-Baratheon (Joffrey), 1006794, "four years is a good long while; my lord. Long enough to dispose of Lord-Stannis. Then; should Joffrey"
Joffrey-Baratheon (Joffrey), Renly-Baratheon (Lord-Renly), 1006864, "to dispose of Lord-Stannis. Then; should Joffrey prove troublesome; we can reveal his little secret and put Lord-Renly"
Stannis-Baratheon (Lord-Stannis), Renly-Baratheon (Lord-Renly), 1006864, "to dispose of Lord-Stannis. Then; should Joffrey prove troublesome; we can reveal his little secret and put Lord-Renly"
Renly-Baratheon (Lord-Renly), Eddard-Stark (Ned), 1006891, "Joffrey prove troublesome; we can reveal his little secret and put Lord-Renly on the throne."  "We?" Ned"
Eddard-Stark (Ned), Petyr-Baelish (Littlefinger), 1006915, "we can reveal his little secret and put Lord-Renly on the throne."  "We?" Ned repeated.  Littlefinger"
Renly-Baratheon (Lord-Renly), Petyr-Baelish (Littlefinger), 1006915, "we can reveal his little secret and put Lord-Renly on the throne."  "We?" Ned repeated.  Littlefinger"
Eddard-Stark (Ned), Petyr-Baelish (Lord-Baelish), 1007061, "your burdens. I assure you; my price would be modest."  "Your price." Ned voice was ice. "Lord-Baelish"
Petyr-Baelish (Lord-Baelish), Eddard-Stark (Ned), 1007131, "voice was ice. "Lord-Baelish; what you suggest is treason."  "Only if we lose."  "You forget;" Ned"
Eddard-Stark (Ned), Jon-Arryn (JonArryn), 1007162, "you suggest is treason."  "Only if we lose."  "You forget;" Ned told him. "You forget JonArryn"
Eddard-Stark (Ned), Jory-Cassel (Jory-Cassel), 1007186, "treason."  "Only if we lose."  "You forget;" Ned told him. "You forget JonArryn. You forget Jory-Cassel"
Jon-Arryn (JonArryn), Jory-Cassel (Jory-Cassel), 1007186, "treason."  "Only if we lose."  "You forget;" Ned told him. "You forget JonArryn. You forget Jory-Cassel"
Eddard-Stark (Ned), Catelyn-Stark (Catelyn), 1007944, " wisdom;" Ned said with distaste. "I called you here to ask for the help you promised Catelyn"
Catelyn-Stark (Catelyn), Robert-Baratheon (Robert), 1007991, "to ask for the help you promised Catelyn. This is a perilous hour for all of us. Robert"
Robert-Baratheon (Robert), Joffrey-Baratheon (Joffrey), 1008066, "all of us. Robert has named me Protector; true enough; but in the eyes of the world; Joffrey"
Joffrey-Baratheon (Joffrey), Cersei-Lannister (The-queen), 1008103, "Protector; true enough; but in the eyes of the world; Joffrey is still his son and heir. The-queen"
Renly-Baratheon (Lord-Renly), Yohn-Royce (Bronze-Yohn-Royce), 1008563, "table; turning it slowly with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce"
Renly-Baratheon (Lord-Renly), Balon-Swann (Balon-Swann), 1008580, "it slowly with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce; Ser Balon-Swann"
Yohn-Royce (Bronze-Yohn-Royce), Balon-Swann (Balon-Swann), 1008580, "it slowly with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce; Ser Balon-Swann"
Balon-Swann (Balon-Swann), Loras-Tyrell (Ser-Loras), 1008591, "slowly with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce; Ser Balon-Swann; Ser-Loras"
Renly-Baratheon (Lord-Renly), Loras-Tyrell (Ser-Loras), 1008591, "slowly with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce; Ser Balon-Swann; Ser-Loras"
Yohn-Royce (Bronze-Yohn-Royce), Loras-Tyrell (Ser-Loras), 1008591, "slowly with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce; Ser Balon-Swann; Ser-Loras"
Balon-Swann (Balon-Swann), Tanda-Stokeworth (Lady-Tanda), 1008603, "with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce; Ser Balon-Swann; Ser-Loras; Lady-Tanda"
Loras-Tyrell (Ser-Loras), Tanda-Stokeworth (Lady-Tanda), 1008603, "with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce; Ser Balon-Swann; Ser-Loras; Lady-Tanda"
Renly-Baratheon (Lord-Renly), Tanda-Stokeworth (Lady-Tanda), 1008603, "with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce; Ser Balon-Swann; Ser-Loras; Lady-Tanda"
Yohn-Royce (Bronze-Yohn-Royce), Tanda-Stokeworth (Lady-Tanda), 1008603, "with a finger. "There is small love lost between Lord-Renly and the Lannisters. Bronze-Yohn-Royce; Ser Balon-Swann; Ser-Loras; Lady-Tanda"
Robert-Baratheon (the-king), Cersei-Lannister (the-queen), 1009018, "two thousand strong; sworn to defend the castle; the city; and the-king peace."  "Ah; but when the-queen"
Cersei-Lannister (the-queen), Eddard-Stark (Hand), 1009050, "the castle; the city; and the-king peace."  "Ah; but when the-queen proclaims one king and the Hand"
Robert-Baratheon (the-king), Eddard-Stark (Hand), 1009050, "the castle; the city; and the-king peace."  "Ah; but when the-queen proclaims one king and the Hand"
